,GSM2648568,GSM2648569,GSM2648573,GSM2648575,GSM2648576,GSM2648580,GSM2648583,GSM2648585,GSM2648587,GSM2648590
UBAP2L,1611.3935988716692,1613.954803735087,1611.4377046783789,1617.1756616321552,1600.9269323149013,1609.1647681775685,1612.042096280375,1604.5819024832188,1609.1790947458744,1621.9036798039401
HAX1,1344.0455471881185,1336.8492791403842,1375.4974626755964,1342.805921207261,1356.2800703498203,1365.4818203172574,1366.6328598101036,1353.6054627016817,1323.9818680411333,1355.5814036816057
IL6R,1483.455218575594,1504.5392973057697,1512.9213781637825,1537.1252524968052,1573.4291484585594,1514.6001016056032,1519.9647524286438,1529.5306818011838,1495.7700531002229,1504.0681051208537
LMNA,1352.2310736991594,1386.7175477934775,1398.1196186800182,1388.8031665400467,1313.8229902107405,1373.6233203529594,1355.3026823041,1372.1185899220118,1341.438755412525,1352.3975535411575
APOA1BP,1494.509526127632,1497.832946822744,1485.0291169383815,1490.8206166641028,1442.989776351813,1481.697225006634,1497.0954209365032,1479.5800344329025,1464.4891863329233,1478.8124438021505
IFI16,1378.382485219666,1384.1937556350044,1396.0397824028896,1358.519580973305,1544.567781156874,1357.250769113217,1382.8956786096658,1372.5798918365415,1315.1204830651668,1368.3889280838396
SLAMF8,1513.7474436544169,1519.703984354672,1498.536414419535,1537.4501924989474,1567.6122035082026,1554.933674386547,1522.817926710624,1549.6335895661282,1550.9201729313543,1538.6314370057487
PEA15,1689.4554910747477,1664.7761089490548,1690.9616618710206,1687.3421362719628,1719.7958370067647,1687.1850272981862,1688.751018698897,1703.5373229677334,1704.2184402019586,1707.2671034027699
NCSTN,1591.8682009008064,1613.128162414305,1618.433019714488,1607.8182122033752,1604.6716164782497,1597.6352261531727,1611.3665612723219,1591.2520566562387,1589.969625385255,1606.7823076401623
UFC1,1692.2686925632229,1691.4877277474518,1695.236348412953,1680.2551536935944,1680.7979019698296,1691.4766474113817,1688.123540043043,1687.5505423748707,1678.5862105624171,1694.3915608815626
FCER1G,1720.358269858612,1688.9666773512363,1697.5749661623508,1648.5207178725618,1642.1143218626603,1650.0096712937575,1669.8895869801452,1653.1623325920211,1654.8195356546576,1668.7349074328936
CD32,1328.3372050373605,1353.6628620112374,1344.8945682192332,1298.1834325839604,1324.7129067776746,1248.2155907731496,1340.9349314275355,1276.814709458862,1240.7362751159583,1298.750965133998
ATF6,1490.8913793957388,1488.706991147048,1496.4442552151559,1485.162273251271,1498.1328702815363,1479.0038539894324,1469.9325976350494,1483.634563426486,1484.130851657797,1484.789005684603
UHM,1388.629109619295,1396.8840022460774,1392.9371431639347,1409.263418236118,1421.7790910907836,1422.5866179362258,1396.295162641354,1394.3651142986885,1395.782337395173,1401.8657492111254
MGST3,1645.9350587048607,1625.6292274295772,1645.2641399821707,1665.7644748638832,1643.4916928049226,1656.9563810086818,1650.319667326118,1625.6977580723533,1622.8999489022099,1637.304241027489
POGK,1421.0870207101702,1406.2498621193465,1398.6905809759778,1417.242957529232,1414.721271417668,1440.7292744835675,1414.8394224355932,1416.4473768660368,1448.298250178348,1424.7455663741298
SFT2D2,1438.6397552528615,1446.9060837618435,1438.7647403959888,1448.1698420369237,1529.000318385015,1452.0797141712862,1449.69400816614,1437.0540208462542,1453.535206973066,1468.043136393628
ATP1B1,1372.5849629307643,1416.028357212442,1428.429912074879,1447.0798534221428,1444.8827996788666,1438.4105144606365,1400.931914109231,1386.784431798194,1412.0006277247012,1389.9659998252944
BAT2L2,1556.753149133955,1572.0730143632713,1573.9691597648693,1560.4893983892366,1602.382891989605,1574.4271180227188,1563.9006156861487,1586.4898330341332,1589.3815106237698,1577.2909103411087
PRDX6,1528.9387316921832,1533.2688531260417,1547.1832235637735,1548.5735605891591,1556.374014769081,1564.6981697189597,1544.9554286107073,1547.8294473603405,1550.7095457842179,1540.1970854585827
RASAL2,1351.6051877037671,1391.0440486365742,1401.819235283574,1394.0474513847478,1325.2536524068591,1374.3192217985204,1396.569770368205,1392.9374054059444,1348.8729363103284,1392.3514239977503
CEP350,1360.6712257463832,1384.6255831906367,1362.8791959348898,1372.916753861471,1390.5835005606193,1374.5926604804697,1362.8744411565592,1386.1082206831263,1372.4888897140977,1378.3344909086552
QSOX1,1449.8460167539117,1459.2686897830877,1454.9228364502308,1453.2358897496479,1425.0329403637966,1454.4640994778852,1461.6257138978106,1465.4466745886261,1438.717450401122,1454.4121411224517
XPR1,1376.0812727125485,1417.7282498123914,1420.5473462767034,1429.8498069794346,1346.3663085647904,1405.3476762327268,1413.1025285632618,1407.3349529935574,1388.8808790545759,1408.5498637597623
