,GSM2648568,GSM2648569,GSM2648573,GSM2648575,GSM2648576,GSM2648580,GSM2648583,GSM2648585,GSM2648587,GSM2648590
CDK4,1539.2647554525574,1538.781166145716,1529.124658284611,1512.512075625675,1473.5635507709055,1515.4915117087583,1531.8250601513325,1515.8326157516267,1550.1802424988805,1528.8310798634907
TMBIM4,1384.0020434241387,1385.061523389656,1392.7755758955332,1415.6525338900544,1412.6972668698786,1413.9883385823273,1402.6921496383452,1404.1126838339032,1401.2942036481666,1405.5157355954855
CPM,1405.7985369032156,1393.5431649347256,1367.2446613742375,1379.4320065626528,1528.8610646661275,1386.5241573673313,1371.950775744434,1358.4680229123185,1425.3973349078456,1357.8177901648016
PHLDA1,1414.8705983456125,1434.2226915564152,1423.6732621560216,1458.6762354395232,1417.1230533810533,1451.000998570996,1463.878870296622,1461.4304733505523,1445.680455635363,1475.948018791852
NAP1L1,1565.3926209557399,1575.3453076181736,1573.2749681964006,1575.442122707226,1560.7446512925771,1570.5456559324473,1551.690183111725,1571.2723452482908,1583.3444442116818,1587.0283130875364
OSBPL8,1439.2544158213896,1451.0680788694613,1456.7589526106185,1464.957037759412,1451.056840799439,1474.419654486551,1429.0709678796397,1454.5821247499796,1445.9909255210773,1455.909360884165
DUSP6,1418.1684097255334,1417.314243711436,1413.5054779598688,1435.8152666812111,1527.2203525327018,1417.8752694462378,1433.8532614427477,1425.693947882801,1437.4249656346012,1402.368015803949
ATP2B1,1279.4629285305987,1184.820206992596,1147.9614570579452,1136.617367982925,1397.5834127466728,1239.023949479421,1158.6121518698953,1210.03653480364,1384.6710715293368,1155.2606530055946
BTG1,1595.0482821941046,1603.725288750553,1602.5925813404924,1626.1437314803095,1736.0705983705966,1629.8504044670392,1611.6425420378068,1603.362258548957,1641.8645983970014,1611.8515050783587
RPL41,1751.9427879812893,1749.4732577415286,1758.0066014008912,1731.4146947903719,1753.8592268961943,1764.6761825692315,1749.9816765934702,1750.5025119514755,1745.0855775814746,1787.7789328011656
LTA4H,1460.5964164079246,1463.6363170600541,1470.7098754728056,1487.8591381635654,1423.2722770071705,1490.3214810353172,1493.2632701082994,1472.0609501109063,1465.3412688827036,1487.3537130277941
SLC41A2,1294.1178601969857,1236.3682162930425,1211.4453444551261,1253.664047286234,1456.275408383487,1310.6986538273804,1229.576829858151,1302.8727922361575,1387.7661964252486,1277.5540832004078
CORO1C,1632.795833456011,1642.8598323398699,1637.1611307076173,1639.1783500472566,1570.642695331119,1625.1540951045586,1633.4203078157152,1632.180624147171,1628.1669952893756,1640.0482315414154
GIT2,1538.6309295210908,1564.6154210215584,1560.574137843113,1553.53540813242,1451.6441881682117,1545.587540237517,1549.3422870471497,1546.4907136143163,1536.8847457630613,1539.7030303086935
ARPC3,1507.7527919181475,1519.4791598495176,1512.4421532151355,1506.3889446148426,1518.0930295719625,1527.9110966428993,1512.6203687740174,1526.5151087516015,1492.3480458136246,1529.968364709911
PPP1CC,1611.1143321545653,1600.0102008909867,1596.3530725091066,1622.360991117818,1585.6724457231157,1618.5204726804664,1611.3459656928082,1611.3152678172619,1618.63816844456,1604.481735044696
RPL6,1660.284439727828,1662.9130814947557,1664.1141110336703,1657.7314644311766,1652.4273695584802,1655.9391891118298,1650.8345568139632,1654.4682139761796,1662.4007452428323,1665.755522221513
MED13L,1413.722045523797,1434.8080577984947,1438.069179613381,1462.6646340312188,1543.7033051000185,1452.59924766699,1456.920310498221,1463.957367517384,1460.9987936089433,1448.3917848776823
WSB2,1520.507340953731,1500.84203090088,1500.4998674948495,1502.4019170780084,1532.0556277023861,1514.5508826428522,1503.583028483355,1494.7810960378126,1515.387099667639,1506.6779754001843
TAOK3,1382.0307489504623,1410.9492426295287,1404.508371852554,1422.0485048182977,1355.8394219482718,1431.2382178331043,1400.736942623167,1397.2479090523975,1377.7449944312823,1410.5835644598596
RAB35,1393.7147755704802,1379.1269789822522,1382.2559036656596,1413.9167784355732,1404.9197398575632,1387.8927179704879,1391.4840352669269,1392.5472836087902,1403.3430313521333,1387.1590549155371
RPLP0,1713.145248621251,1727.5350470342796,1723.672187651534,1717.3394455836526,1735.5949297268721,1705.96342878106,1716.9134141260881,1713.9528905275495,1717.036606584851,1711.9243601204216
ANAPC5,1383.4216067180005,1353.0895595230932,1346.9675584256665,1353.279409293188,1305.5269154392806,1361.2589700325723,1379.3738345128033,1364.8773818274622,1368.9519948926977,1379.493672936234
CDK2AP1,1483.1211936786656,1463.156508664907,1469.0517571504868,1453.5347797094244,1472.6315159791443,1451.3592032443496,1454.8717368559132,1444.107696708487,1452.4000087125237,1439.3605662236168
RILPL2,1358.7578380478717,1309.433027441686,1310.2467413534605,1346.1629490353002,1398.6560800070135,1388.4464313014355,1302.6110889798185,1323.376088161339,1392.9976823849759,1324.6549198723758
EIF2B1,1349.577492304872,1334.0777687619022,1329.0264717196299,1354.0976548344474,1328.4123679511272,1352.1080711024538,1360.927060461596,1358.0279381481603,1363.4572249990497,1369.915024753206
SCARB1,1493.4923929373947,1492.3425679011334,1505.1209652139464,1468.2516825912599,1375.9829549477283,1454.5379279220112,1488.1857732388266,1471.172567492123,1459.0361315560783,1444.4448179738597
UBC,1786.581443583669,1799.6283147268068,1803.2933590480438,1797.1608885571557,1809.7647694055686,1791.778057530645,1788.5256171342583,1797.8810931553598,1794.7320374120984,1799.7635337639858
RN28S1,1544.0930579585686,1565.4379496989532,1584.327264726342,1565.8282860193715,1570.4634578711648,1539.6757959337715,1560.6451410843317,1572.3373093121015,1563.5495955070724,1546.1079557975595
RPL21,1502.965558047005,1505.76212327283,1512.6845041177369,1493.9863823389821,1514.2987104197032,1506.741473886378,1480.9251449408896,1493.0508716462225,1484.6423747294148,1497.6823396655013
GTF3A,1371.2255911166253,1389.329076344206,1393.6573498010441,1401.6993085659963,1385.9591740938038,1394.6316142871303,1385.8861567550719,1401.9006248016176,1384.2648620312873,1374.9842221914023
POMP,1410.436554734337,1418.3149869355993,1414.3845134371015,1436.5254730993952,1464.3397153317294,1435.9153864878483,1427.453528368488,1421.8461149992888,1426.2343726614022,1445.4589311762634
UBE2L3,1611.0513602477672,1615.691710125519,1620.571732199593,1607.6194092484777,1638.666068883082,1612.7550180715637,1615.4183982820066,1615.1179287032087,1611.2908370522323,1626.0422470428996
ALOX5AP,1598.0093307681057,1590.4757226388515,1574.6017366970837,1542.6835089047574,1485.6551855693472,1527.4284773692586,1536.096583342498,1515.6574031550101,1485.0116560912777,1528.6996967765394
DGKZ,1355.8753674619184,1376.179584554921,1392.030723403922,1365.0782961135915,1212.737061170738,1356.9348107162243,1384.046284985171,1377.3051565515484,1336.7599605577198,1368.1120655995664
ITM2B,1605.5755422653333,1619.19705317235,1641.8534275619422,1608.0499204749449,1609.978424042583,1603.4745092062017,1595.0672196450885,1610.513122648376,1597.611014158326,1605.170127677367
RB1,1452.368999889318,1471.3310728370827,1463.2969501243042,1449.0390908190257,1440.6679618705614,1444.3249931512019,1435.9814713258418,1443.8517220556175,1425.5956526762536,1468.8026948650638
TM9SF2,1612.2012820240782,1637.1336618640728,1652.4401912846265,1639.999611909211,1633.6625862509786,1649.7512717393156,1625.6873542275948,1633.3126617831242,1620.13991264947,1634.6875278790462
LAMP1,1524.7962753884724,1539.8682748810063,1532.5778163431485,1542.455913797772,1538.9948749019936,1542.6822542418047,1530.4355450534676,1514.3296201962742,1512.3466831216329,1517.6484631606008
TFDP1,1556.2411601525973,1565.8821151847462,1556.8348140295266,1543.8763266341407,1490.7758619252663,1551.5170580555896,1564.8933226187146,1561.7766438207123,1565.680485735897,1559.0642441742891
HSPH1,1456.5005045570642,1472.1796482559284,1471.810723640555,1505.475822077177,1503.9691177275797,1491.1158204063804,1486.9761262020484,1500.1606702933095,1507.8414505069031,1486.1343137520291
PCNP,1376.2482851610125,1363.1703339051314,1380.1390986067784,1367.6604037339905,1362.605636061539,1369.0500583973558,1375.4771508687895,1379.2667163246088,1372.5148761803027,1366.620593847907
LPAR6,1418.179361361498,1423.7423053252762,1431.8283015678564,1407.7264657365338,1349.9877325056782,1415.9188156768898,1440.398536612238,1420.861912991731,1393.5584429715086,1454.8500847456219
RCC1,1341.9265425243661,1388.4530833027804,1369.5687654537621,1408.1789138407828,1247.7095986070424,1366.4030352367447,1418.9489270679164,1401.0656272708661,1330.6748875685898,1427.5703027435782
HNRNPA3,1359.5386896921666,1409.5509438779577,1390.2644371646227,1406.1291868230498,1445.5887195211474,1423.8239279720467,1387.5379222320798,1403.5322921076106,1419.8006707124982,1457.8458928428713
COMMD6,1376.6452819647388,1385.7003539957657,1389.4073091136136,1390.6815117001095,1332.6669137505603,1393.4216481195044,1390.1810216030194,1381.7785531589184,1364.4894347908942,1389.3131901120064
KCTD12,1363.2330871894653,1412.7245336915726,1423.1693913528725,1355.6775213511924,1267.6322559058476,1304.5877094438345,1392.1787928158597,1361.6095300157197,1281.9881489661855,1354.343254944474
RPS26,1415.1539719262032,1399.5764127834163,1406.4061026491966,1374.5688749694098,1379.451475547778,1385.8296231151799,1395.2612645497604,1388.377771348677,1381.6976727119652,1398.5989634970394
PNP,1422.1903980336308,1421.721626541143,1421.0649092212425,1465.4190832476907,1420.5065051251097,1475.748566480825,1433.6294561453642,1421.5928780432414,1415.0246317657356,1438.1521155384312
TOX4,1398.410289490417,1390.0405636501525,1382.362702368501,1397.6615519992922,1383.5863458739502,1387.1735742369613,1403.2441111693151,1404.8409111885917,1378.2551497941524,1374.6242872761093
LRP10,1471.0716562083203,1457.5742807076542,1483.5462580258534,1435.7179217860544,1467.6983495813306,1437.8800434176549,1453.1389620994844,1454.999623515355,1448.652486743987,1426.6738868899017
A,1498.8422671062326,1484.8836036782914,1479.468738319936,1507.7572573664795,1480.680656680775,1494.536538317567,1519.5226339884139,1507.5606648035432,1512.1688809844395,1491.7098835045163
ARF6,1442.214095440895,1443.0292319290559,1440.6679480491873,1446.288754767138,1482.1931450928491,1445.009957049485,1403.4157409985971,1441.0893859620824,1437.2704145461178,1444.5789382084556
TMX1,1430.1193824721947,1453.4355905792293,1447.678324440825,1462.3506624679676,1515.6057651276765,1476.3132173590507,1452.4771574777737,1453.3337349990854,1471.307214439914,1460.5378775515464
EIF2S1,1356.5827062497995,1360.7426405138006,1367.9762324887008,1381.6873918095896,1435.1116006119844,1406.0504136453367,1373.1896685041218,1387.3470284951427,1419.8882040723474,1397.8038221062207
PSEN1,1476.774720637025,1484.0926052668633,1470.1101596799272,1495.1504079162767,1540.3887908405597,1505.1828733992663,1478.9205085348783,1479.6539522471005,1505.821344686637,1493.9598188685538
ACOT2,1376.2113233896312,1374.6510520960953,1360.0849037200355,1369.4134344797249,1324.774536888905,1367.5447784532246,1356.1582226771038,1347.8026405174826,1319.825537927927,1353.2162344017215
A,1558.77783283296,1552.8628571027152,1565.4608631051747,1565.7144884658785,1568.3608645909342,1569.2673300943338,1557.8317849227444,1555.9289234086298,1562.9806286680537,1564.6849768629154
CCNK,1399.927091071551,1392.2655037225052,1393.8791624915607,1396.9294087033259,1410.048688711634,1393.4941093702212,1391.6597842121112,1385.5428862893552,1380.3368025080622,1396.013727546512
DYNC1H1,1379.6638266275554,1451.0338068412366,1421.6235485899508,1441.3214230044316,1481.3410777832212,1438.6607108546202,1426.2466274089786,1444.3951548748116,1421.44055350092,1431.359883657824
TNFAIP2,1387.933680735526,1177.238823084935,1170.0016970532954,1122.70979878575,1582.4640951899376,1211.5845144651412,1030.9095357022104,1236.1215838946334,1429.0491172640473,1119.1985959277813
EIF5,1496.6355124593115,1488.712474671564,1491.3028561232416,1519.1328995511815,1585.9316506652033,1516.5182739594782,1501.7321724043802,1510.759663540209,1542.5443245608003,1518.1835755251623
POTEM,1543.4537562091193,1544.7513534624736,1521.0586177918108,1518.9724861324023,1539.8772747048447,1529.1935240612418,1530.4890935602034,1525.0832933136242,1525.6052517212656,1549.849636628021
RPPH1,1399.9175083900818,1378.364769074533,1411.3996266140994,1396.342597222664,1408.3762653352935,1400.9822276754048,1378.582964259473,1403.945684327753,1346.6832346053552,1369.8725989647112
DAD1,1735.2141640449545,1742.6407861946357,1737.0302407915374,1745.28702787761,1750.1035127353102,1731.1225219072228,1740.2083875948476,1723.2637974196339,1735.5362351054443,1742.8007541277514
RBM23,1448.622171434838,1437.9501173461429,1452.0543328290428,1429.881341241246,1468.6593381166233,1424.9368234075807,1445.9758195445793,1444.968702359049,1431.6190420008652,1439.6657581860136
PRMT5,1420.6530621350623,1396.8785187215617,1387.6519765874264,1407.6250076767935,1421.3089374458273,1415.1012340178613,1402.320056168462,1412.620076708691,1436.816335241901,1401.8561691943685
NEDD8,1487.3567388880779,1477.6453513172169,1471.3328679060469,1448.1314525008056,1457.2060644255564,1465.9307506054322,1470.8388031336572,1461.099212035074,1476.8190806929078,1489.7528229384739
SNX6,1390.7537269964794,1414.0858186526611,1420.6842676906026,1402.8468814849546,1454.5119875274772,1389.946242471928,1413.6544900942317,1393.1249376382607,1371.1923018213338,1402.5390875317498
BAZ1A,1412.481772750776,1420.8990978637482,1417.8541020653065,1424.5438246659724,1556.2058073066626,1443.9230382887363,1424.5042413821097,1443.9680741705586,1450.561808155694,1436.6877415484553
NFKBIA,1618.3383050278906,1549.3520305313684,1545.281385124714,1488.044230569849,1752.0944272904926,1562.9385918006153,1459.6759990371693,1591.6983012382468,1667.663688503755,1535.2318996308893
RPL36AL,1410.6898113160244,1405.7371525771036,1407.8670541355004,1405.4340620083403,1413.0212730474882,1396.5320131266785,1395.5784364742733,1398.5359954072123,1401.0726348310488,1388.489308670917
RN7SL1,1867.5331987269765,1851.9754106373423,1866.5113450594326,1852.1059121261476,1878.9559439466168,1871.81219254382,1860.9328095116618,1864.968353781801,1858.7367036754586,1869.6429131361
PYGL,1373.6335820744005,1415.7966783016425,1416.0371549028644,1448.6908428842403,1383.192023462051,1414.2358005894916,1417.0582528685484,1384.7489542109358,1348.476027231763,1367.869554318236
ZFP36L1,1482.3888030235153,1457.9005504163542,1462.0961493244083,1425.1621704084457,1396.1439980682724,1403.0275490163865,1443.614193093662,1455.399327251387,1464.6970780625647,1442.1469825260378
ACTN1,1649.9803192393833,1685.409240821504,1678.734579609824,1676.316113076908,1625.2618643778997,1667.6437318926735,1668.6868051365384,1665.5750499835854,1655.2859243376033,1663.3057750794042
NPC2,1712.1294843855098,1711.3449409008915,1714.7038350411378,1678.6002904759334,1677.7591376487615,1687.3395201534875,1706.590909673764,1695.4008880123454,1688.421404166704,1703.066950341802
DYNLL1,1485.566146407822,1500.5116485487931,1498.8417491725306,1472.7007556163721,1503.6051278089037,1515.140143002453,1522.0050878391455,1491.02223830102,1504.0993993733568,1531.416315814018
DICER1,1361.2397525484096,1373.618778605965,1364.000856157552,1395.0949372988266,1382.1896724360001,1380.5467877799178,1374.599779181501,1381.8237251564835,1375.3747551716206,1365.8197044470344
WARS,1498.6944200207067,1470.1411480171182,1481.1939481350655,1560.8349042142993,1713.022039770192,1568.564592681724,1560.738507711461,1550.4795378841682,1552.7405932744646,1554.4316217854407
AKT1,1487.859145187966,1491.130708983105,1488.0386496158853,1478.1411013062477,1466.1279536821944,1482.8060188619386,1482.2515002615796,1481.1008250175994,1485.10329257737,1475.4690179540094
GPR132,1375.493991233932,1302.1500843558063,1309.4499956459813,1274.6426948253861,1524.0726669859694,1312.3045592064689,1303.0832769661383,1356.0661046054176,1388.1751413407933,1324.5566562719268
CYFIP1,1480.759747173741,1524.7282636924256,1511.4207194674477,1521.0702000702827,1441.7585528768975,1507.4401097187588,1531.2827098908024,1529.569009556694,1499.5845927973937,1515.2356675116969
RPL41,1751.9427879812893,1749.4732577415286,1758.0066014008912,1731.4146947903719,1753.8592268961943,1764.6761825692315,1749.9816765934702,1750.5025119514755,1745.0855775814746,1787.7789328011656
HMGN2,1565.0928199212017,1528.1924803053867,1544.2941817305007,1507.1553642823426,1505.9986372741366,1531.8048634738584,1564.0777376699677,1532.3436652859286,1512.889663494446,1588.7609275467037
TMEM85,1451.268360474849,1459.2426430416367,1456.4508794293456,1469.707742854024,1482.8080674554608,1475.7130194521715,1466.762251428556,1460.6639182403544,1454.689553156075,1469.2118984379638
CHP,1550.2670427337623,1562.2712142909832,1566.5781418425918,1556.0444385287083,1507.9771430820915,1554.7860174982943,1550.0452828278883,1545.5229377876913,1535.7372381237908,1538.8613574079131
NUSAP1,1429.2596790489524,1458.6271174147198,1455.4362917523526,1401.130320798532,1289.7276848442043,1388.233149129515,1423.3618732384102,1420.6894380919364,1412.2440798817813,1437.8017606398948
PDIA3,1571.5953537753414,1583.7035698616344,1583.709749149657,1585.5591365291993,1596.4184208222096,1586.7769760929625,1572.0001705896152,1579.8509182404537,1580.8675236697038,1587.1501161577307
CASC4,1368.110945848217,1379.9837796878717,1386.1389949638403,1399.6180472864523,1374.5443675191427,1411.8254386081078,1379.176116949471,1384.6558725189832,1373.1864211753946,1386.7512199164598
B2M,1662.770461091853,1667.622058172841,1677.8760823446764,1665.6835826270633,1724.915134612992,1668.9808470474059,1671.902461617962,1677.004934216003,1680.6364059751309,1680.0968073065187
TCF12,1541.9807611718447,1572.0222917614988,1577.2922424802025,1585.217743868721,1509.8936051539085,1578.9238171473764,1585.0371724218603,1585.3098857037928,1528.885017298109,1575.7608448076576
RAB8B,1338.3704094311242,1353.2895710798132,1349.3939428013741,1334.2527325601545,1502.202939372186,1343.703112896694,1349.5096950023174,1333.0423481009366,1341.71735768442,1338.1037579677898
USP3,1329.3092996246921,1348.0746021770171,1344.7558668269533,1354.9446925277955,1277.287364248667,1365.2837139921849,1348.9817616474468,1343.9126471029094,1340.293162565501,1349.0876577516656
RAB11A,1378.6631208912656,1368.611498194211,1383.3923514010228,1383.6740503037,1379.3908105613323,1379.6389713558456,1370.8913391342435,1377.38454975939,1366.352664417806,1367.2127757408625
PIAS1,1596.6951344523216,1593.5999607318229,1596.652930405546,1582.8855795495479,1572.2254999774825,1575.250168455386,1593.9591774672451,1585.5685980534847,1582.6209262841796,1586.0018827207307
RPLP1,1670.7021834394077,1645.038162453837,1663.6540550829689,1622.365104282402,1652.3984158149494,1621.845487052971,1620.2405099655075,1617.4340202147357,1617.991242206926,1618.9557717904752
CD276,1390.7619407234529,1395.8695502106239,1403.33221690716,1441.4311073933402,1522.659448551716,1426.524134956297,1401.9053985009175,1401.0957419359097,1415.370662078889,1386.7498513426374
NAD+,1485.3375310070555,1452.3224351024883,1438.392314150183,1447.5035093743027,1465.5833475538723,1479.0270962773982,1434.4670097122594,1423.3559547966968,1453.0387286976718,1425.4408018759127
MORF4L1,1405.947752943237,1442.213557657306,1428.0164094049035,1426.9075232469568,1420.790527561652,1415.0424447012422,1420.9782781693445,1451.589822123385,1423.5769145647353,1470.1206314560418
PDE8A,1293.8756921467127,1290.5913630286027,1263.398258059374,1306.982451367709,1412.636601883433,1343.588268650275,1261.9404488984337,1304.0464428638072,1342.1849773052381,1290.4842318171295
MRPS11,1483.8987598321712,1488.1504134086779,1480.9447511617689,1473.1408642268686,1471.3575512637783,1481.6124590152294,1487.1587403404044,1481.3513242768247,1478.3085155190888,1487.5371019199965
ABHD2,1469.8478108892461,1493.84231185625,1477.5819612364053,1515.4104856025897,1332.8778624534295,1515.5161211901336,1541.526951140974,1538.4268276247146,1512.0156976047035,1558.7782122454057
IQGAP1,1602.0819703925406,1637.8191024285686,1634.366564649935,1630.0361562317098,1625.5003880746074,1616.8948797162775,1629.4000506946184,1622.6205868442726,1615.5033799949667,1622.349834870045
SLCO3A1,1358.8614679031894,1251.875760712306,1251.0656093880614,1225.550704459539,1513.5321255909766,1289.7618641085387,1182.609846511666,1252.6444055252705,1384.7079996655232,1221.6696028788483
GLTSCR2,1572.5111843329034,1560.3793983329751,1559.0077568681065,1607.901846549918,1547.4714280081303,1566.6122404926055,1591.1224796488755,1573.4050110727346,1548.444620098124,1584.560774485736
MEF2A,1388.2649677234629,1426.0947373426256,1438.0171494760991,1418.6537729815711,1387.8701211668529,1388.7212371767946,1413.6544900942317,1396.4635589128554,1372.0361781186282,1428.8403392507723
RPL5,1759.993609369962,1773.713177864354,1779.0692225010014,1765.266039317344,1760.4896341648039,1765.1738409703796,1771.034477972492,1770.6410097751072,1765.829616156947,1774.4271265897605
PLCB2,1485.5154950914846,1493.2336406349777,1490.1280703919865,1442.9899967707065,1321.4462351325267,1419.8905125322046,1502.23882366042,1468.9481888241378,1438.8104545959618,1485.5430898607492
EHD4,1399.6313969004998,1434.0609275831944,1427.8069196416375,1436.813394620281,1455.376463584333,1414.7731075995223,1448.0436157277663,1434.8679699337786,1419.1906726110503,1434.0806084167696
RPS3A,1488.984425783356,1497.1036380621206,1516.7209473994849,1508.1452658922444,1503.9704964772718,1523.5456480855773,1482.8419068743087,1518.3006494367826,1507.033134637047,1531.893948078038
SPPL2A,1494.750462118859,1503.066970973233,1499.6304165165895,1505.3798482368818,1558.5427880345255,1509.3801571671895,1486.2456696486254,1494.993267541528,1512.1798226544206,1498.879841760108
CYP19A1,1324.0579901795384,1347.8375768298142,1359.5834975023367,1423.0041300566656,1426.7356962333602,1389.7575697813827,1426.6516738060836,1433.9453661047187,1391.7845247258183,1421.510257857959
DMXL2,1429.2583100944569,1401.2996103625587,1367.3392740712418,1341.2900829525415,1471.576772464799,1377.8151353472435,1337.784219673512,1376.8246907592634,1444.3838677425995,1361.875611548239
ARPP19,1329.5529735249104,1359.5695775317226,1385.322943337001,1362.4217402142208,1356.4929493022582,1360.572912379561,1378.3921118893115,1365.0597124358164,1370.4222817964119,1370.8949236100493
ADAM10,1498.071545725205,1512.0544676549005,1517.8272724237902,1565.8584492263215,1486.5665391157293,1555.938561542711,1554.0051262490776,1530.92280063524,1511.660093330317,1553.2478054290582
MYO1E,1350.1998190185755,1365.4198127496934,1353.5191111593283,1398.611693018214,1374.6938239857504,1425.2335043774956,1365.8612120976525,1383.0967541787768,1396.349936525444,1390.5490122736398
ANXA2,1563.2680035785554,1510.077657066895,1523.007009511596,1494.0288850396842,1522.0017849486535,1491.8335969464974,1501.338110316349,1481.4183978489668,1500.9646109237635,1468.8779664252963
CLN6,1505.0258345628956,1510.7178585541335,1524.153041745932,1474.5763586667124,1414.6164864410796,1459.4584570036905,1487.2521069675336,1492.49648803974,1491.2429371455305,1466.5185451554662
PKM2,1705.3764318586734,1702.7371782919547,1701.3430434728562,1703.6234127506098,1717.3706162986166,1696.40127807329,1708.636737238803,1704.7939258090937,1711.0050110077536,1699.286949444313
ADPGK,1400.496576141724,1401.8932018914118,1392.9193433801277,1385.0793815365935,1372.8770455166623,1377.6579081051223,1388.0418274108513,1383.2131062937174,1363.4376667639583,1368.6586739842357
NPTN,1502.2605464817666,1521.794578076384,1522.8002581766084,1532.7666690925428,1567.2854398312095,1532.719515864979,1528.4830841155579,1527.3254670109536,1525.28384016557,1519.3933947841701
SCAMP2,1620.3958436347903,1624.9369324594368,1630.7614238219699,1611.042933237293,1511.7549172380473,1589.4908550113103,1620.4450927220116,1609.282527926826,1582.935499296137,1597.3815740540472
COX5A,1513.1574242668096,1522.917329721028,1524.0941655379554,1511.2849815247582,1496.7044856006712,1497.201198273164,1514.5989174459778,1510.377754833521,1506.4108271568705,1502.3505449737324
TSPAN3,1430.5382825478507,1408.6749508365324,1406.030937975113,1408.4462695387476,1453.6888739613803,1421.3014561310636,1407.7902420873315,1393.7450259684747,1411.6108307316235,1405.6758587327072
CTSH,1588.8085876031216,1569.6698597441496,1570.7734139644626,1560.7745778003994,1572.8473160885544,1571.044681527005,1557.0203190899,1564.454111312761,1580.2192297233219,1551.1853646786906
ST20,1409.6480369448664,1402.187941334145,1392.0800151129256,1442.4772222525578,1394.2578684896785,1422.0383733789172,1378.5925755299127,1410.628402270587,1398.0499984987619,1405.0079947073725
RPL9,1649.3930377607674,1655.0688996746667,1658.3072738702062,1657.4846745561317,1663.5842120657767,1659.2847113854807,1657.8603955054425,1657.4016561210985,1643.8464083723334,1668.7266959899591
RPS17,1700.7452588000301,1685.5134277873071,1697.0108499370863,1675.5030775441217,1684.7824885795783,1668.8755731548554,1677.128246659934,1676.844778951908,1676.722023539382,1676.266169177601
RPL9,1658.1310743062359,1663.5793297234452,1668.117693176082,1665.4669559589681,1671.7312439955363,1668.2425626061427,1664.8271935356493,1665.5887384676957,1653.6952790640967,1677.8304490566125
RPS17,1700.7452588000301,1685.5134277873071,1697.0108499370863,1675.5030775441217,1684.7824885795783,1668.8755731548554,1677.128246659934,1676.844778951908,1676.722023539382,1676.266169177601
AP3S2,1392.5361057497614,1418.0037969193183,1404.5864170584764,1389.4832097512813,1341.9805057946828,1380.8311640091451,1388.737957998418,1380.0195829506958,1377.6615641976764,1381.5451650960226
NADP+,1492.1521864861943,1516.8306175083062,1507.9675614089106,1477.5296108380812,1415.4988862439307,1489.2564373691243,1513.8149123858184,1493.9707377784603,1473.9414214878707,1508.8827478280825
RPL23A,1455.955660667812,1453.654931559868,1494.1165911788696,1399.0778516710766,1391.938811507811,1418.463162612429,1406.1302383785178,1460.8870405313585,1430.921510539568,1395.1214174143026
NME4,1456.9741628125448,1436.3832002157055,1444.731775613715,1406.3650082592037,1363.885943025488,1397.9812381410104,1402.6358550543407,1393.8298945699607,1409.596195746348,1403.309594593765
ATP6V0C,1730.554242941903,1728.0038883803948,1726.804949601547,1723.8492140653889,1710.1928454023011,1716.6753891464273,1733.830623138736,1715.3231077870287,1711.0774995713787,1712.964476225451
SRRM2,1533.0606536784603,1532.284560475426,1537.0154393676207,1530.583949753258,1512.7159057733395,1527.8276978449048,1535.4622394934727,1534.0205045894868,1531.5616233172425,1537.0083084523737
NPIP,1411.5043392409113,1397.7970090779856,1403.1501114266741,1396.0354809337193,1387.1338688313492,1408.2502278416196,1404.1750313633397,1417.9147823627018,1426.2029153602064,1435.5655110140815
NPIP,1413.5564020298286,1401.4970172451335,1406.0131381913059,1400.1692113407191,1391.6492740725005,1411.9689939161312,1407.9879596506642,1420.15558721162,1429.2091391875213,1439.3523547806824
NOMO3,1681.232181419628,1702.0901223990709,1697.0190652219203,1711.5604493430214,1709.7488880014917,1695.639751344061,1711.8043373680277,1700.410873196854,1701.8933353309687,1709.293961233755
NOMO3,1681.232181419628,1702.0901223990709,1697.0190652219203,1711.5604493430214,1709.7488880014917,1695.639751344061,1711.8043373680277,1700.410873196854,1701.8933353309687,1709.293961233755
UQCRC2,1544.4448792639398,1531.647100750445,1528.9302298768744,1532.894177194649,1520.9759951778394,1525.0358889022016,1530.6730807371937,1520.9411580217325,1521.580084876958,1544.0742550974626
NPIPL3,1538.9389442826027,1559.5637240612252,1534.7932048200373,1547.2258136604423,1547.4176567701443,1542.1927990011154,1553.4394343317647,1564.7073482688088,1565.814521193166,1574.8876947089616
PLK1,1515.9131296664693,1506.3118466055553,1511.1756301365679,1446.5382867519054,1329.7337616558962,1442.4068207973269,1473.1043168801768,1436.8582755234715,1430.0748988247783,1438.7419708558887
EIF3C,1585.9365210713352,1585.4706356369043,1572.386348220195,1605.416124086273,1605.5664250283282,1598.265502315066,1590.8712135788069,1578.0946857290533,1596.482654441522,1569.8718716498392
SPN,1374.8177277131017,1406.928448278197,1405.005396585008,1407.4138652281438,1276.6370080189722,1423.1485344276316,1411.6388693791464,1419.4369417958092,1351.1501713751509,1395.577152497164
QPRT,1485.8604716243779,1474.469019741344,1475.940273483754,1448.2493632188825,1305.7653012610199,1423.5504892900974,1486.4255377097127,1463.6014669305061,1396.2583000393522,1458.4891225394028
CORO1A,1661.448051049095,1668.251292611048,1674.971979155875,1646.543656762481,1479.0523532945765,1615.4565922492238,1677.7557253157886,1632.11491942344,1607.4475754713608,1646.1246993129034
STX4,1363.734398325757,1348.309708290639,1328.3521337561763,1349.1615831225802,1407.2401755891228,1352.1095750152047,1350.2449571909606,1331.4976026690465,1368.5307405984242,1326.993401962723
