,GSM2648567,GSM2648570,GSM2648571,GSM2648572,GSM2648574,GSM2648577,GSM2648578,GSM2648579,GSM2648581,GSM2648582,GSM2648584,GSM2648586,GSM2648588,GSM2648589
ZNF644,1362.2421081860366,1351.636111058361,1360.7957101860459,1341.9449469871383,1339.3650150223127,1342.408975181128,1350.8709307681613,1342.5279942553989,1350.178165117491,1363.6805001869384,1350.659550988032,1346.9321104595335,1351.7160726105963,1387.1640762641205
RN28S1,1859.7907865701059,1855.0587675467546,1862.6086578117565,1850.1604982214913,1841.1388166741397,1854.524366704041,1860.077246452667,1854.4924245193322,1843.7244729394185,1858.9155141194506,1861.3156089554918,1861.858510189799,1849.5387047106544,1847.3604169209368
SET,1457.3150630296125,1433.2335162576173,1422.8193009983065,1420.3347390619472,1399.8455766332302,1434.3510495569049,1438.1708847904576,1421.2810600761852,1451.7756630089646,1429.4210688620772,1449.8339046748977,1410.359130292071,1412.7407355461173,1425.4255293292708
TMED5,1433.6968535333294,1425.0298411693368,1418.589689920673,1418.3740351456524,1439.5162081524777,1473.2632203634894,1469.2585495986584,1469.037405434353,1473.9171889923987,1463.874909440335,1436.268316743178,1441.3751507529983,1414.3981241061576,1447.9019269553073
DNTTIP2,1342.7648283528597,1346.5082664863241,1382.2328003861435,1333.5152903105347,1316.432969590726,1361.2765087082378,1352.5696856588527,1387.7917917249704,1379.4346706466222,1364.830689369597,1417.1678038368834,1336.9522125769502,1356.7866671564002,1354.8683289320086
RPL7,1713.2959436831,1707.180404736295,1704.6535246336816,1694.39209470795,1697.5468275869355,1710.247887982446,1709.117445627381,1704.98724894881,1714.7381789392941,1709.716934622734,1713.4383181172536,1701.855033735264,1698.0967099908864,1706.3305642652697
DPYD,1485.520144243666,1493.3248886374108,1459.4290105810949,1467.46973237044,1484.75214409349,1456.1161322836742,1466.473459445312,1460.5131369580429,1457.6702456335058,1460.6802426165848,1457.6114167010653,1486.8150223028126,1486.4444895097245,1481.3025460825852
FRRS1,1453.809470602347,1461.4220119840206,1347.9848400325527,1390.4953191534457,1440.073287441244,1439.761246775652,1441.9452891824988,1410.6608163933897,1452.6025419604628,1446.0000528825121,1350.5538879907544,1434.631103773456,1423.9682064367123,1435.0185964760094
RPSA,1532.141234463815,1525.7671925245766,1524.7850429483833,1518.2164765687676,1524.2745870334597,1496.9842239226862,1509.814975099692,1500.9471970207326,1509.9887598864682,1501.7430331355208,1494.1655856420246,1502.5044127698898,1478.6044521442407,1483.4559242470127
VAV3,1430.5270195676278,1420.2270220422192,1399.2209410343066,1399.175304694834,1420.8019115527607,1436.3411170519096,1426.7180373347808,1418.766707504036,1435.8521030023905,1432.046915845732,1392.6603172417797,1407.898130263473,1405.4092930158488,1426.7813093552857
SORT1,1499.1272698145485,1479.5927689552589,1452.832457213813,1465.1130512131888,1499.134668982282,1503.375113290653,1498.3443882162867,1466.7220205996207,1493.9437605619348,1498.6902302527058,1431.6648220961665,1493.5315874283228,1496.63009496969,1489.7258938325094
DRAM2,1546.166345058277,1540.4248269530028,1508.7261868019293,1523.4505009994073,1535.7482249956884,1563.5114836887822,1562.4655965973493,1543.2891668942675,1561.3685072770033,1557.217290346566,1497.2776911087133,1530.4259764667731,1524.8070713659401,1539.0196477349816
RHOC,1563.8916509434416,1553.1465474003166,1563.5198075314042,1570.5567208751663,1576.3203370388753,1584.6373408921042,1588.4170147925197,1575.0899350628843,1572.0838214785138,1583.175663384979,1561.9040969826149,1594.7939749813788,1589.4685300921399,1583.3964758922484
TRIM33,1416.0578855382812,1422.7092087803787,1401.3131977580085,1410.3311756148003,1416.5510947138487,1434.8413956315148,1436.0107683216934,1428.2231262022162,1432.278512286262,1432.82853159723,1425.194339333197,1434.1199412884541,1428.563381336013,1432.0676201731694
CSDE1,1734.939345248308,1735.8973748592398,1728.5183705944953,1720.319697928107,1724.1796083626891,1735.0684140766314,1739.5187310396325,1737.2009433122028,1739.8174448279685,1736.2495838066632,1736.2562974121392,1727.2661300662905,1724.150200134446,1731.4569577645564
CD58,1381.6995166000597,1408.8771444584665,1524.6743487650913,1476.3237286716956,1398.4762043913856,1429.757640507007,1390.7711339003833,1473.759482216194,1388.2956473974953,1398.7457197875722,1508.3791849242352,1394.1022395392254,1433.0091307985526,1382.9394055069715
NOTCH2,1530.9708763977928,1521.5955306430692,1553.024359041509,1536.4629434124406,1499.2554152320638,1547.022743263457,1529.4798130222182,1574.2790733932754,1546.2868355758326,1542.919041991934,1555.4845195698965,1548.3798717061175,1567.9211079360507,1572.5994870271516
RNA,1405.3410236222471,1383.8211601809928,1396.0190092879752,1399.2205200891303,1397.9040318213963,1397.42211691281,1392.4140778222986,1392.1227469955882,1401.7563088769173,1402.6865363775864,1395.5371574410926,1391.2839754082063,1400.479624478293,1411.8034287046166
NBPF11,1376.249265981125,1364.2288618472442,1393.2666872490884,1374.7754337365002,1345.5730188008713,1373.0113507695519,1358.3551953267402,1379.5864167456157,1360.4965501325482,1354.7268393994011,1399.1225450830868,1370.3451385931369,1382.5869565828057,1378.2837854983648
NBPF11,1377.9527262575486,1365.2825247891565,1393.7026310079787,1373.9642969660974,1346.41357735333,1372.772324131511,1358.8506711889056,1379.858975290022,1361.1064756957817,1354.9618697553924,1400.0484721295418,1370.2481276484027,1382.6911431258686,1379.0143470865503
NBPF11,1447.9275305328304,1435.8361842053512,1457.6018732593516,1441.0666824284426,1416.793959329887,1442.26078247631,1429.1428806481058,1449.3886599680955,1436.0322152492515,1429.895767433668,1480.167990143311,1445.9934763231377,1446.572573654663,1446.7239990013222
NBPF16,1412.6249265741296,1399.2934118786993,1425.1821435033885,1410.1996399223021,1381.3892379307745,1408.116851632019,1391.6280847167975,1415.9484521548738,1394.8151649391757,1390.1984173462322,1442.2036054183745,1410.3508857358615,1423.4088892055324,1412.889694436863
CTSS,1511.1762020352357,1509.3557350340525,1501.1976157432266,1477.258180153815,1481.4247616421142,1484.7501576544923,1483.7830471940626,1488.831969721868,1484.127643108011,1487.8239980076191,1540.002413992245,1463.4197199650603,1465.3919534331842,1481.399680675771
ARNT,1478.8734971474041,1480.8427615045914,1454.0377938763245,1469.6496624408976,1482.4181739698652,1459.4652369492553,1449.5650556774947,1441.0061219348763,1453.7446173439675,1449.8658452729937,1416.5060342836218,1472.7800394484836,1453.4790447592807,1451.2523863737842
LASS2,1658.2808919238576,1658.833212080679,1648.206324129106,1657.7114486261016,1662.579811343282,1656.1185984649148,1652.6091808844956,1647.7826616487941,1663.6668055471723,1657.40051417385,1637.6842778425664,1659.6332872926398,1652.1394774956113,1662.6911381604973
MRPL9,1414.4229473968708,1427.9857381178676,1399.4040647449376,1407.9470911882781,1428.9934469072816,1393.2808096754354,1402.38909449107,1395.2585330489837,1409.8668179325364,1391.7957507581073,1403.2445026331304,1393.9909380303943,1402.4523144186553,1396.3576602952216
S100A10,1434.5520097782917,1467.0914743572798,1491.0930133819913,1513.240042869269,1528.8519675933728,1483.4129743479652,1489.8540251912395,1480.0324171157074,1479.6262014232047,1460.9980724073337,1465.29674876867,1491.9926036025104,1488.458305717085,1466.138604802715
S100A11,1700.904400787348,1697.4515470631773,1695.677729623052,1706.8523612451854,1701.7331549515322,1699.187101040408,1703.9593658725305,1693.2576919902806,1702.259947897296,1685.6423510307764,1714.6738047260453,1705.966319098506,1685.9562359729243,1699.3464502059285
ILF2,1587.5770121320372,1580.1671968566427,1596.8223575639915,1594.9305587276933,1598.794232779528,1576.5473135942912,1567.8310911994845,1584.5163723211797,1580.528629780201,1586.905048139946,1599.5589221452149,1588.9417141651868,1577.883260678658,1573.0304362786094
GATAD2B,1541.9536041976776,1519.993678197594,1498.057180765391,1503.9544450770052,1511.9255387603125,1514.9494660378537,1516.0128582336945,1506.278442149322,1513.0820512776338,1517.229391995484,1443.5835531562566,1518.7942817475744,1502.4755083857458,1531.8522092321627
JTB,1425.0479896519878,1452.3749684287204,1440.3335806658201,1468.8604482859112,1482.1835420526754,1466.877794461535,1462.2119030764238,1462.055818319383,1464.9102121626304,1456.0191937110537,1439.772530988826,1477.9562466554798,1459.5835536574273,1457.9382561892594
RAB13,1443.7600142813394,1426.2770955093608,1462.8263653917566,1450.978444923534,1446.9462188634877,1430.5498430788002,1449.7820225243254,1437.1862139350208,1425.7357984703647,1445.7777084366235,1497.7661073070662,1485.3103907945408,1485.4231872125947,1464.142557317391
UBE2Q1,1518.6341512100512,1517.1117129003924,1522.1570810413427,1527.9802614097987,1528.7065232470447,1513.4879888795454,1522.1329607999655,1522.9276808343873,1521.3412893855852,1516.165412438471,1513.2468370644406,1526.2872092494988,1523.5170774577532,1530.1448293406727
ADAR,1479.0393207141358,1480.9098476326496,1466.1622234339227,1464.7924329627256,1471.5564999553949,1471.277250467994,1469.2626433127498,1466.260033866852,1483.9093252330279,1483.0620074518072,1616.9327806038107,1471.8539009675933,1477.42549915695,1489.1964418950038
KRTCAP2,1458.2127029982826,1456.4795441821693,1435.557331646004,1463.292103970173,1479.7809661053109,1429.6579322522814,1437.521348821328,1418.2297671715555,1438.2890762818884,1439.0323508604304,1460.4304724487417,1484.7387682306673,1466.051344580727,1459.0915584717325
GBA,1505.325782147825,1499.417404348834,1490.6857681150657,1494.5030575056562,1494.7685943594872,1510.1183962164178,1513.847283479476,1507.6030766751371,1508.2913384084752,1520.0121077599804,1411.7594543277971,1502.4370822275107,1483.9124823381824,1510.604358995997
SCAMP3,1390.3552326949027,1399.3755581579546,1412.8732236403039,1413.0961654841801,1418.5873155624429,1395.1998521122794,1396.2212319270689,1401.4101793962361,1400.442308166863,1395.3328007469986,1393.8724149058612,1428.1976017444795,1409.945520265785,1398.1525981298655
CLK2,1395.9438980265634,1383.7280610645034,1421.9269145576943,1387.3220205719374,1360.4077932797552,1315.131665007831,1335.9782718188267,1337.5467142978275,1319.8082384259467,1323.0383908159292,1395.9925539527965,1381.2311132031673,1369.8926488359305,1378.9541510006325
YY1AP1,1421.1833412372544,1417.0370081978108,1424.658737673749,1431.5413060300634,1424.5079981511797,1431.0879944810185,1434.5042815361498,1432.081192398289,1440.9211711621524,1435.1515536300424,1433.9349255533,1436.5149848673748,1435.7810411942526,1426.5268440829966
GEF,1373.3960042791837,1356.4520735901592,1397.0972526289295,1378.9242887040336,1371.7945762691293,1364.5353295979648,1354.1782423824022,1371.6386095907249,1362.933386963374,1361.8141709178287,1414.4780751952492,1390.6477704873573,1382.4909952931425,1392.9565814408588
ISG20L2,1468.7377029362806,1467.0298646478384,1511.0411984870705,1492.532762445117,1480.4972109051535,1490.115281278637,1486.0018402314663,1503.2148841101941,1488.0805611319222,1500.9600533076673,1484.4261539007828,1501.828359160694,1510.5252897129221,1503.004603148859
HDGF,1569.9818983033977,1573.357270306391,1606.5183480634457,1599.1164081087418,1570.016833953671,1581.8714612233432,1575.9052599585982,1601.8442817818168,1565.0594438509354,1570.004142099697,1600.0225735785812,1574.1935771987178,1589.9264025313898,1565.4156314099919
TAGLN2,1553.6900754827052,1554.6333950548346,1566.7682035028215,1561.086151015328,1571.6578852575249,1572.8813278999924,1565.3257381757003,1561.4538310862322,1551.1621466215474,1580.1787876327248,1567.4610350816226,1575.4371310936824,1567.046489324549,1573.1877669577127
PIGM,1384.1005322109154,1383.232445179664,1361.1250595462107,1363.6165484569146,1379.7029067832525,1384.061210779565,1384.0806405040787,1376.3089002491286,1393.6430708478608,1390.2393396368866,1279.7629817834995,1391.0228977948989,1390.5668232560845,1397.5615820135804
COPA,1601.9803649117712,1598.13806454836,1584.3904441639156,1596.0253193350443,1596.6166839340299,1607.7887781195118,1602.3970484138006,1596.9763861787187,1599.4281353201372,1601.2715003123353,1587.8837112741626,1588.7520893723633,1594.4434375233934,1594.7762723164597
USF1,1459.3392068978965,1442.9938633377828,1459.4563424782043,1465.7515473871883,1457.8998246817691,1455.8730080461237,1465.8484857607298,1457.2233553270576,1463.0681550924612,1462.2148285161231,1525.5741867468143,1484.0805778265924,1480.7964821752616,1465.1617864994105
TMCO1,1468.2224164809827,1475.7127263651075,1456.3623717254536,1449.9700046143844,1468.5337273614236,1496.6891967580184,1492.460356495939,1473.0004066700221,1505.176215229811,1492.6173623195994,1479.2640762212886,1480.612367847708,1467.8979139689602,1482.0782547352094
CREG1,1585.1581807660782,1574.1294453313894,1540.8042678440286,1540.5104062836735,1555.1211375033063,1526.9267494034664,1538.4859840227502,1536.8540596608323,1550.347548050517,1543.5001385192259,1542.657747126953,1492.3800977443666,1523.7638350597442,1539.0032306206401
SNORD76,1313.2502891387076,1375.454561638856,1438.670434726731,1408.9418298627925,1358.4803812676118,1357.244607377761,1370.8647668464794,1376.5882727571452,1381.2480734956996,1357.9635197748894,1495.201578310644,1437.5496766716933,1403.814964731873,1427.1123878278347
SNORD74,1401.2283250787666,1443.6428189438986,1467.4727879003042,1479.5436128109632,1474.0386586582977,1432.227127144597,1447.9343928978528,1446.6181023642043,1447.4147634561787,1436.4337854038788,1552.9929090481578,1519.9279082264095,1488.8010246087395,1458.961589649864
RC3H1,1383.619506823124,1382.3124068520065,1388.3182472774854,1383.8308440668927,1378.8233801229094,1414.918866817417,1403.6117504329602,1405.5803251256543,1417.286896708522,1405.9153051102153,1408.1561810222013,1385.9016542959678,1400.3439077971982,1410.1644534562151
GLUL,1468.8267817117974,1463.7111549659305,1421.4322072200196,1448.8738738435698,1472.6569373681798,1404.7117464398111,1411.3761614925102,1380.2732642775197,1424.2717042212598,1420.7537277014846,1466.6959579904308,1436.4078056366486,1429.777977088036,1455.8067675106201
RGS16,1211.2641360936693,1253.2143264048584,1279.6447111388927,1304.5203021445998,1283.9254721281413,1354.1353488701227,1359.9731675926992,1363.970174943851,1357.561675649417,1362.479976586775,1379.4263019968294,1372.506311594242,1355.235795627886,1361.9999234018487
NCF2,1377.9568375856493,1370.1205299058886,1318.3055429402336,1347.2695392227167,1370.800889518083,1366.253043312253,1364.6341339997475,1318.8677321325679,1399.446232862253,1393.267589145309,1410.314843036894,1336.1089318859672,1304.7772932096236,1361.2532183178942
ARPC5,1556.8585390057065,1562.2196039440475,1543.1452448314233,1534.9475426217894,1551.6565434044512,1524.0925764095507,1535.6244778730356,1521.2432690299554,1532.0334073128786,1535.6253257209723,1552.5223785134065,1546.1084964703423,1531.3420351920042,1530.9328508290528
ZNF281,1358.4277550184026,1342.6093302519437,1344.0925045652452,1344.9486193318633,1351.826027999803,1375.4794715406388,1383.226418830392,1367.2395146840054,1392.8625844447963,1388.0950116065985,1270.5669990516928,1363.5852895475257,1353.1977149229965,1383.6795437451897
CSRP1,1482.7559613172411,1485.5962928641559,1477.3847003869205,1485.2955590308131,1504.3075480922557,1498.496238141609,1501.5292977792024,1487.6994889698594,1495.050359290755,1491.0964171836124,1439.313007016291,1473.40525162772,1481.923341891021,1487.2044986882654
ARL8A,1596.0120869521384,1569.197930366772,1564.2700681070494,1548.3861058719767,1549.3006194172297,1573.7227016658971,1569.2215894191122,1573.751672609849,1563.0795736221828,1576.5353396881321,1548.5944116224264,1590.4642088785797,1558.05354560754,1573.0878961788037
RPS27,1611.2705959768346,1632.2575216369846,1627.1785290882171,1646.4130807059298,1647.0913605758062,1625.0451355195744,1636.574102789457,1633.1121979961197,1633.5184714987356,1616.2408742336988,1619.3432177292036,1658.0255988317465,1630.8813100840787,1623.5472651995046
ADIPOR1,1618.8738120778776,1612.9846354190734,1614.411799948555,1604.7971058284886,1603.7626665347577,1598.2577616609367,1599.756602825008,1599.0560078725393,1589.8862796966605,1587.7194017239676,1589.2155053023478,1593.505076027261,1606.6346339373204,1605.440556173965
NUCKS1,1588.1525980661463,1575.1877632291266,1560.2645785857103,1555.9535186809883,1562.6897319782704,1559.1748575414654,1557.4153179802329,1547.9322016982305,1577.593618848398,1567.8570859166985,1559.8252325439912,1556.7906931327227,1560.3867758219228,1574.2644560399267
FAIM3,1325.8457539082583,1309.8440545768399,1270.3085450648794,1301.7358559540378,1356.4732492882831,1380.716203713493,1396.1557325016106,1365.9067034018583,1378.686931924805,1375.8074117994504,1371.1884405059604,1441.4617185932007,1404.605959933811,1413.8897703188175
EPRS,1441.4439661179,1456.4535311937384,1447.950980390127,1442.783497248231,1452.5458261971223,1505.606939156705,1504.3266690748221,1483.7637435886309,1501.7554470261712,1505.6088255260024,1468.6716359082757,1470.242090228595,1486.8927658200082,1495.0901859435137
DUSP10,1358.8180570994366,1363.0801830423263,1455.5547141658797,1396.8021815760203,1373.328053641359,1336.9048063469681,1335.9434752490517,1355.189973994343,1331.4679138854308,1321.4130938387739,1384.2471762476148,1347.240869089587,1349.9465464292068,1358.3962299946577
WDR26,1449.2239693272763,1433.638771235276,1433.992580536508,1416.1269670654824,1438.625704560336,1443.1076197082268,1437.5117968217821,1441.6834299177265,1455.4993472641436,1443.6906716132514,1404.8156893895225,1438.6640658527058,1423.467836854897,1445.5583838830933
LBR,1408.7424624042928,1408.6553495044777,1350.4408843067765,1362.6337302045329,1392.880713407175,1402.7339717433342,1401.6522259546628,1380.9764653220882,1418.7086918693487,1415.0218788571647,1342.7875201088311,1379.3843326121923,1384.8680935256566,1406.3365296289799
TMEM63A,1511.9176115360763,1508.538379555464,1504.4774433963194,1501.2264496211405,1513.7477094388391,1466.347838258335,1466.9237679953387,1457.74803052504,1463.5730151783594,1466.8949744906263,1465.8993580500185,1472.9710383340087,1472.3450343070667,1466.4040148178985
PYCR2,1349.183844916608,1383.6377001573228,1365.4706945270725,1411.4423781837136,1398.1853156987293,1388.6027169023457,1382.732443996726,1385.4041788759703,1393.5816689455216,1394.111952409144,1364.8790662974338,1419.9887719450119,1414.629802076916,1408.5542081579104
ACBD3,1463.1956326564284,1448.2854528264686,1430.7141194782707,1446.6062533114468,1457.4964224381797,1444.3218750294757,1447.417220351004,1432.9533797403894,1446.692949982016,1443.1286721549313,1398.7304363041274,1414.477286118821,1438.174589933566,1437.2937349051347
PGBD5,1447.8973807934246,1428.6839814915363,1361.1299792876903,1401.699145794635,1417.0299633635516,1417.7093320832334,1404.5150966757408,1373.344826078709,1403.1699171174323,1424.1202681459831,1253.4688549766176,1427.6067418827836,1423.525413628695,1437.6713285349836
IRF2BP2,1409.9744903918265,1409.396035122428,1389.1628028981563,1400.4139324658547,1414.706970171725,1373.3104755337292,1382.9303068444651,1364.5452734725482,1382.3246535167095,1363.657856519443,1348.4627787516652,1398.837362989002,1375.8326526660828,1404.0299250640337
LYST,1420.0417624679374,1406.5072243019554,1421.4868710142375,1412.8289836087938,1408.724542341623,1454.2967981015556,1442.923686850284,1459.3738422424242,1436.489318299997,1420.8464848936346,1351.6310176856573,1385.4427073336271,1418.3572127425482,1397.8475134216903
NID1,1347.6899253290544,1355.6300631557463,1424.4865467219618,1385.846354521728,1344.4825978383521,1360.4561692864809,1345.9946349999184,1404.4246768973712,1313.4706069638617,1317.2061459518707,1318.0793013353057,1300.0701903728145,1319.9794807180683,1288.9374713561115
CEP170,1482.0035882747984,1481.0440198887663,1441.409090817063,1435.148946429507,1453.9577340496858,1469.5357706765517,1484.1146380354455,1452.4181481891726,1480.751902966086,1494.7153117538128,1453.559625985151,1448.7815104147207,1459.118826840344,1483.2630231535031
TFB2M,1368.0050938291704,1362.9659997141619,1412.8267594152182,1375.9291113727827,1352.134616994984,1415.7889237798863,1411.2014963579545,1429.068057689876,1411.7320712769224,1423.4477785028964,1427.2154193201843,1386.426557707986,1399.8846644823816,1417.758736931906
ATP5C1,1458.9143696608157,1466.1139336341437,1471.2650886241922,1461.767112035277,1475.3462856587764,1503.7411655134817,1505.9696129967376,1503.4928938254884,1507.8669830389772,1508.4938470171342,1467.1444754007493,1477.5385224741879,1482.8075566314888,1480.6554381589674
VIM,1659.9172005079681,1664.0440243947635,1685.11805117495,1676.5005002013281,1668.979362581722,1668.3198839370345,1656.3058047088048,1685.7718715681585,1664.040674908081,1661.7723788920905,1739.2005528050277,1662.5312488003526,1667.0230735223743,1659.4419176137912
PLXDC2,1636.8608725187917,1622.0713830093468,1572.312478831403,1607.4004164091734,1623.7777295525796,1657.2727556600273,1663.4138569424067,1624.7596414027855,1656.954895378163,1650.7233604154144,1529.9685567117144,1652.188453035272,1655.4336914821924,1663.0536827688668
A4,1427.2091777902979,1402.6395036536924,1322.0569824779438,1369.3985012566154,1418.3828702076985,1441.05472235408,1453.5482394881844,1406.4961218348599,1463.4979684088341,1460.9789753383616,1344.4065854108644,1454.7340799981312,1440.219936278959,1463.1506899926069
WAC,1501.7297405023426,1502.0132267732968,1490.299021770972,1498.9574589255542,1501.0748416776407,1518.8776981007459,1509.6252996801354,1505.4389618325501,1515.6800339899319,1510.4553888158332,1492.410038968508,1505.3020655103846,1497.8405780950131,1503.5614169435996
CKS1B,1516.4222566918315,1531.8473862941116,1517.1266453784124,1521.0554552651772,1543.0835596699376,1482.2888662159205,1490.5908937276467,1483.164114790937,1503.7912612103878,1499.5659672727093,1517.1555424715416,1549.701748885074,1518.1925967570119,1530.6619684424222
CCNY,1340.085475829581,1350.4889382685628,1334.2114771223619,1332.786363347943,1361.3667654839887,1368.8317992700906,1369.5452263377651,1360.126826909176,1379.059436798995,1373.7926710229008,1335.6763178428394,1360.0702230075162,1357.724894394193,1352.5516004798856
ALOX5,1401.3269969531852,1402.3944339205812,1358.714659540159,1397.7804782889725,1399.6672014915068,1305.0071795536626,1313.7736936741505,1278.868811786023,1312.6393616548637,1320.1520052484418,1223.4151616806673,1373.5753557161013,1347.6847388318452,1382.415425940913
RHEB,1368.972626375554,1364.8226425357934,1363.9718132896091,1358.5417370207354,1370.7911474911123,1391.0694718069294,1396.1366285025185,1386.1441753240338,1392.300415916715,1393.0165990959622,1403.449499854411,1386.342738053187,1383.8728378642927,1372.6923899723067
NCOA4,1371.0813265584443,1369.108761566396,1400.4672755424817,1387.3137995911563,1389.5135395780305,1390.6474190574743,1404.1644018352658,1411.8409948906694,1400.1080089207956,1401.16831939431,1442.3893411557765,1376.2362862327848,1367.0643954544425,1350.069743219347
FAM21A,1367.621781005908,1373.8390181468383,1354.5029508551315,1372.4214929061757,1385.4891219574592,1379.3038977492963,1372.8884261788717,1372.0351822728362,1378.7305954998017,1364.4773935936144,1345.057073237854,1358.8514027811807,1369.4798782028222,1349.0361490622788
REEP3,1357.6572921323163,1363.9602435140796,1310.9203276818682,1324.2620283760104,1345.0376189524065,1406.7933269905234,1418.1239668860908,1382.0830530123785,1417.3605789913286,1408.6461859732158,1316.1216466630901,1379.3293689041277,1370.5978272273983,1382.5152967198226
CCAR1,1427.088578832675,1429.9887382270388,1447.5164032260923,1427.0183964369894,1418.100214213891,1456.514965302577,1448.9018739947282,1447.78874131243,1462.173051805031,1459.4375690570473,1457.8356754062245,1439.6506644124674,1446.860457523653,1462.8305562629525
SRGN,1660.675055321212,1643.1213670684779,1660.8090618861136,1633.4513343410467,1627.118833168703,1656.566602677929,1658.7579394494044,1659.103380790714,1648.9126106584763,1645.3093413618428,1706.500056460087,1613.1779612363296,1619.6250508065848,1632.8147262451414
TSPAN15,1394.4679312383832,1402.7709377005006,1367.2904522365964,1397.0364795282821,1407.5211961932284,1360.852953505629,1363.3637180601268,1355.7113784897924,1364.349041933967,1360.7965699568906,1306.1681372867395,1372.4711348210806,1353.198263273223,1340.965222033547
ADK,1371.463680071817,1354.5762633033683,1321.955581139669,1308.6527151505707,1347.6465612175798,1372.1945626007027,1370.698289140106,1355.52999077849,1380.3829889160795,1379.5463450889033,1325.3019450437387,1348.1759391730382,1349.2929129590439,1387.010849863602
ZMIZ1,1440.8670097410902,1431.583745149243,1443.4056859008833,1446.6172146191552,1432.7681393294401,1431.5947309536657,1431.585463389159,1436.1981892115475,1433.1381389190078,1435.5444076203241,1437.3098126929053,1468.9037239372187,1444.671169243765,1460.7920978989139
PPIF,1511.188536019538,1527.809896668721,1588.044718807403,1556.3906008258507,1531.9790210394285,1522.4303168752879,1520.3931323112263,1553.3779214154706,1518.4322037014367,1528.2047503489825,1602.2018728974292,1540.26448021036,1535.6479553467489,1535.951015446029
EIF5AL1,1514.3227384750328,1514.4624953944142,1560.7100885085886,1535.457243430218,1513.7929892825073,1518.5389632079791,1520.1516031798485,1531.8117265893138,1527.5046758936999,1518.635754717639,1574.5423820476026,1496.2687800899462,1513.1025357781623,1519.4449750687613
EIF5AL1,1509.554968320828,1511.9693558190204,1561.8634945665926,1538.0441120493406,1519.2773388322594,1521.0576210396805,1519.8145540530102,1532.0502153156692,1527.4391805312048,1515.4683694209916,1575.5260935456936,1503.8702609152986,1515.700344976902,1520.9553495881569
TSPAN14,1346.8961649170635,1328.4193819734098,1291.0941794973814,1308.0431294256514,1330.022136733792,1386.1974259904007,1384.4668142000105,1368.6023074060377,1389.8129566286275,1394.349301694939,1278.637973542955,1359.7385170293455,1347.4998077179084,1362.1315339351513
GHITM,1294.6202169828312,1316.989548677849,1304.4713665589754,1323.5257025307153,1311.0081698959798,1385.2904906323479,1378.7724578992195,1366.8988165034975,1366.3642523687322,1366.03244063848,1346.7113595389797,1307.636219606465,1322.7516652888817,1322.9862928812965
PI4K2A,1403.0208641307067,1393.7991949011844,1382.1631040485154,1393.0506740129074,1388.155144267984,1446.3665771846042,1427.775580141661,1420.9008409067383,1434.351167611882,1443.902103448299,1290.2598025872578,1415.6452649151965,1425.7626825534144,1443.5062445904368
SFXN3,1370.3586921225972,1357.8927824178293,1330.0850439563153,1355.8845790159346,1371.3229798367424,1351.49253377329,1375.5124969112996,1346.160109418159,1360.376065955292,1366.3134403676397,1252.8498734339728,1355.5167546128937,1369.9995771301267,1374.1781388201898
LARP4B,1365.7046687125137,1346.7151381995814,1359.4867856334909,1353.992931338201,1358.3789818601247,1393.5526171095507,1385.1873078800531,1391.6716626045954,1389.9507697872104,1391.3687948589468,1399.452741949579,1361.8175192868941,1365.2160439279726,1382.2881933047684
PITRM1,1371.7062484297628,1359.3171989001135,1355.5079447118333,1352.509592372596,1359.5366365299083,1358.5242877045077,1362.3513425653853,1363.434597404092,1358.9111530141556,1364.9479999361392,1357.70622728303,1344.3449687209265,1359.4656321886835,1345.2504993044722
GDI2,1571.4660877477795,1579.1280464240651,1578.8967328449858,1594.120792120754,1607.4179848236092,1618.2526813996988,1618.6422704988515,1611.254365527448,1629.1220952912654,1622.1445966987671,1602.8086096396087,1591.8218124677787,1600.3162684507815,1588.4242171592568
SFMBT2,1439.7788782370837,1415.335211112575,1355.2436452667882,1381.5481517366711,1403.0343753206516,1425.4360388912244,1427.5627070089215,1389.264970657487,1432.3876712237534,1423.818807271496,1331.8262223795407,1426.060887593463,1421.8693959442214,1424.3337912255774
RSU1,1515.9645288299444,1521.6379728873512,1507.9895921748391,1504.154488942679,1519.2430359203897,1522.460365938356,1518.9685198075058,1509.7590147613917,1516.2899595531655,1519.0095116389487,1493.1983839872578,1504.042022503001,1493.3660402455746,1493.6865226673367
KIF5B,1534.7738548910147,1543.0055892262687,1532.9436142354505,1541.4969239774068,1543.7147332483428,1558.397679501206,1564.676202206571,1545.1957139123901,1555.569438722767,1558.045284694139,1562.3760033376432,1539.4510173310018,1551.6186556978391,1549.783802371396
NRP1,1442.4156099923844,1414.6013710178959,1416.2036153030479,1397.3543574518183,1407.8683416613515,1417.6615267556253,1406.0816246012882,1414.4493801606386,1418.1888224295453,1422.653886064202,1460.0755108172627,1416.4147568281028,1418.1666610387883,1447.9785401555664
NAMPT,1326.2253665362302,1363.4461447164078,1432.206441060428,1388.733288939361,1355.581099156372,1306.8291088821368,1286.842376782695,1352.5145393224498,1274.2437969815999,1275.290125672791,1632.29931727819,1266.3101067867556,1281.519977959293,1272.7363788777325
HNRNPF,1336.0567854236263,1349.2014322517039,1359.0974427591718,1355.663297616576,1343.5269187136582,1374.5739020490892,1378.9948830315054,1384.5101868503173,1382.4065227198284,1386.775949771173,1390.6474921764545,1380.108479465945,1387.749673966686,1376.3698235847469
