,GSM2648567,GSM2648570,GSM2648571,GSM2648572,GSM2648574,GSM2648577,GSM2648578,GSM2648579,GSM2648581,GSM2648582,GSM2648584,GSM2648586,GSM2648588,GSM2648589
LMNA,1394.5063036339905,1378.2543806568021,1366.134176329396,1378.1350745490472,1385.6359384202624,1382.7431496040813,1375.004876363997,1366.2937365349155,1375.7969490547175,1366.7540370303516,1308.0227430202035,1370.5152512695972,1357.2068405175683,1366.5179132685614
APOA1BP,1499.1560491112539,1494.639229105493,1483.2268933939913,1491.6366755399756,1477.6651625011782,1481.8162764058509,1490.7696525762935,1476.3406116317226,1487.6084487272713,1485.736961184247,1437.6675259649385,1499.5542357395157,1494.8602946131873,1474.408726152121
IFI16,1382.5491910742212,1384.761735078464,1348.59666454934,1364.3341030627591,1364.1495549065185,1357.5397711290793,1357.5386358226917,1334.7145584629006,1370.3349087199858,1372.0739348154182,1547.9532793733208,1354.2352757593644,1353.8584769461058,1385.971099288656
SLAMF8,1500.7718010548608,1510.2456530593165,1484.0195184101553,1513.2701864654662,1521.5797502769642,1551.8715693494332,1543.6686260621477,1568.8701490795302,1546.1763121516226,1549.668491797192,1546.782456317551,1523.8220869427957,1544.8876566657484,1546.7384276610935
PEA15,1661.9591601313557,1666.687765482125,1706.2797725116734,1685.2599552236006,1666.1994546037893,1691.043804948974,1686.50649813059,1699.3452870795977,1691.170764334877,1697.7717179807275,1720.071147672915,1676.780590116134,1687.6053992795648,1702.2659603729483
NCSTN,1625.2778908161931,1612.9613606399512,1593.4031372356428,1603.9352730099358,1620.214343067539,1606.5540348007166,1603.6019649279624,1594.268517040041,1591.9753088629045,1596.300806074186,1598.150082181515,1600.6805881151115,1599.7816269798009,1606.712882535412
UFC1,1696.9726006803014,1691.8806602250243,1689.9311982558631,1681.0795864964064,1676.6865408206404,1674.8733114188692,1688.3786900416096,1682.2027174291568,1689.358725972518,1687.8712517950835,1672.5778317091256,1685.606387538628,1688.0605299676815,1699.8745340505725
FCER1G,1692.7118943251928,1695.1473439300703,1682.2782670653141,1694.309884900139,1717.4713309174208,1662.4999267673602,1674.1721375739519,1663.0513913064408,1681.2072823153394,1644.8837495390378,1661.3992919580887,1689.633853247071,1664.3937341856026,1669.4002655546226
CD32,1402.3041225984707,1395.5092066143454,1269.7368984368425,1337.9058421130328,1382.1480183413355,1281.0315784782895,1289.2988781516585,1264.8744296027485,1267.3892979504924,1258.197566904644,1327.5574648059355,1281.387613773802,1270.4564637864655,1327.1405068560643
ATF6,1490.0014918735164,1477.656854974146,1499.3472463089408,1490.3569428650496,1487.457957781784,1492.8579412168456,1487.8180847165738,1485.166057299602,1492.8535356737386,1489.024385200147,1502.8043611616258,1464.9078623609128,1470.0323672261834,1488.366009527909
UHM,1430.8572962583903,1412.5011644782726,1407.1130263245605,1388.500361150563,1402.5102268272803,1392.4462652420461,1405.3611309212456,1400.7287830352204,1398.4842697256092,1397.0856388633601,1399.1445582075194,1386.4114426882682,1391.3249174444236,1401.152825775729
MGST3,1606.6289065510534,1635.2599681437605,1623.211304222831,1644.005703500528,1653.8051264869737,1647.7130560048872,1658.1152263370936,1652.1708542137371,1657.2332506687665,1653.0109164629926,1625.8632300221468,1646.536809753516,1643.3302311045295,1643.7868309965452
POGK,1426.5458835233721,1410.773354404606,1440.9184832639548,1413.8785288218492,1391.4262699438932,1416.1331221386654,1415.9079029914144,1439.0641423059808,1410.6636781762243,1420.5191065683996,1431.088353400082,1405.3959074538259,1421.6802151160282,1431.2262430631802
SFT2D2,1452.3568013400713,1456.965576334429,1444.6110225633947,1438.1386431069038,1443.911097221243,1448.4973289294276,1445.2434581686027,1435.9433469725277,1449.0275867576156,1460.898494833408,1516.00398089965,1432.9134878964333,1446.9372265553836,1470.2182577165163
ATP1B1,1444.1985559454226,1437.2477311038854,1404.4426999770008,1402.4143711225913,1444.505223654829,1434.8441273645212,1429.4253469203952,1430.5821204040535,1415.7996061852,1407.453983238819,1421.553918880121,1405.13620393322,1391.7361801144089,1364.7809825712568
BAT2L2,1572.1636430822118,1558.4463515169277,1587.6374735404775,1562.7125350465242,1547.0009522054745,1571.8883429522448,1568.9131962909123,1578.9534524298451,1577.2279364078013,1567.0113585765084,1612.4998876711536,1573.7126447531516,1574.6411399636083,1580.8846573980368
PRDX6,1538.12047596505,1533.5971020422462,1533.0078441936569,1531.5193936360665,1519.914000876564,1565.1232061624307,1568.3359826040598,1561.2521377633714,1573.9354299557137,1567.7138578994084,1542.4775146706593,1549.7209861828967,1550.2642306380212,1561.0473109023567
RASAL2,1398.6628563438796,1388.081813865026,1363.2144464207158,1366.3490654522093,1392.4608457658883,1378.5827202356636,1383.7490496626956,1350.85683825537,1372.7923493002634,1380.3074996950745,1305.9722204792872,1394.4704963832592,1401.909447694275,1402.9135612888283
CEP350,1392.138178647941,1370.4997718951165,1371.3697378801303,1359.916696056376,1360.1572448114578,1379.0156999171436,1367.1190184530763,1376.794054458172,1382.755831319801,1360.993406174938,1385.3161886028831,1348.2520639087081,1360.306253086133,1363.9331754248174
QSOX1,1461.35923943808,1451.5151707058499,1438.3820832122299,1449.252038959501,1438.7162642476726,1449.6228029279755,1457.3663101638647,1454.8793518451625,1442.6445178877998,1444.9619907762465,1421.9267661752017,1457.7831917030219,1467.0109574773587,1452.19910663413
XPR1,1417.0569382667709,1425.6048651241226,1387.0432142773457,1396.911794653102,1437.4237305284166,1422.3423512617212,1423.9070203255235,1403.782801525294,1427.8589398045747,1417.466303685585,1363.6826529845105,1401.602037504658,1417.1083451013599,1412.9334734084396
MR1,1523.943246230859,1490.9494920622826,1482.0338560851792,1476.848501278223,1489.630018161383,1495.8751403221756,1495.3082169320164,1470.6645799444593,1480.7232487449944,1490.18112194931,1459.9860824992547,1490.9647822616998,1480.1590250367847,1509.9873491153385
RPS27A,1544.7356028792055,1541.8555413166966,1542.315721754162,1539.42249649364,1538.6598561552012,1558.6339744062411,1550.6497731589236,1554.1369969616421,1555.3429339274721,1553.5179152714122,1564.4314788315571,1560.1599684370908,1529.5832018400342,1527.000951944323
PTPRC,1531.2052220995372,1514.1133737075797,1480.424007345453,1490.5528762403328,1491.0158558009252,1465.763247395012,1474.5544510612442,1456.0377256588897,1464.663240066556,1465.1325878397788,1497.3918841917086,1459.0226233198819,1463.48095289332,1476.930121296365
IPO9,1433.3268340042591,1425.602126914814,1426.189323911859,1432.714165954835,1432.0477781801733,1415.6414101975527,1410.4537112506375,1421.4977441189883,1410.2570611340686,1409.2791174020033,1414.989880338312,1420.1591594400127,1428.8334438226366,1429.4928694073162
BTG2,1494.9158993966494,1489.383236337818,1544.7783256836924,1520.0141310329034,1498.1193027909342,1491.826712007011,1501.2304566505484,1530.2608684716413,1481.5965202449263,1488.1131821949098,1601.3667499892595,1533.666087057189,1534.3373983050626,1546.8902859687503
SRGAP2,1432.8649948142713,1394.0962906111572,1400.9934145618317,1379.1942109063468,1384.019585212955,1352.648603181507,1353.6482428647346,1355.3137155735033,1346.770359537678,1358.6656098748826,1526.973395968575,1374.9913582451186,1364.491673278572,1386.6250476765827
IKBKE,1317.5684170429572,1349.0068824803348,1415.6993418013851,1384.1679042789183,1363.7531504569506,1372.0402196858533,1369.4715394841242,1419.9223557323191,1364.3045596669394,1376.7486244845004,1476.8632698378353,1416.3446781003202,1435.801604327752,1408.4926439791307
CD46,1503.2509318996313,1510.6426934090498,1489.93277434971,1484.166544336874,1500.7249519765683,1499.0234626118024,1509.794506529236,1494.6824388775517,1508.2954318686313,1505.7929758339467,1491.18693474221,1501.5769001962979,1504.6922141769655,1511.4908831704247
G0S2,1352.1561980892022,1378.013418237654,1477.2931385316049,1422.7736300270096,1374.0237166940797,1400.5813661344614,1379.7358452820038,1481.0245302173466,1382.5961863737198,1391.5174791816576,1622.910719707596,1404.2636550676923,1432.4909398343714,1418.4742494986122
NENF,1409.2084129223813,1401.3826655810888,1398.6442380053045,1401.1716328611801,1393.281371417815,1374.7514646944908,1380.5054635311403,1373.947180461847,1366.4201963241967,1384.6138887482678,1368.1642499549755,1391.6975773113934,1374.2835632758054,1353.5976442819958
SRP9,1479.8711794331937,1484.312072698467,1486.2894324650663,1476.5306233546867,1472.209627397397,1486.1474390871554,1490.1351268921653,1474.6030509111317,1497.3276876241719,1500.4157868419643,1468.7046555949246,1452.9587522276404,1491.9883103011246,1494.4020352340426
H3F3A,1683.7944236746002,1679.7928352326294,1672.7244024308272,1675.804457161861,1672.4425845641024,1674.9375071445145,1679.8501190183783,1670.8901750435691,1665.7094421649822,1677.3664997841104,1669.5524029198912,1694.7949454343495,1672.3900513656806,1672.6741117728407
ARF1,1750.4609792714539,1735.6591506493999,1736.9584604217864,1735.960113864168,1735.856319563187,1744.8985552993836,1741.201247531095,1740.906376723408,1731.5991413215766,1737.8005386224634,1757.3600046418196,1740.7542240253754,1742.79410784044,1742.9968210535953
GUK1,1396.279656488127,1402.0370976058211,1400.419444722541,1413.56339122524,1415.5494496872486,1377.2578297276643,1373.827251277109,1371.432827889698,1354.3983860895846,1365.930134911844,1381.3951008132888,1406.731525559799,1390.3803841790243,1365.3066038487493
RNF187,1430.3844935268007,1424.7984624827682,1402.761788304791,1419.9127287151834,1415.6935219171019,1429.285050696937,1427.6514041475632,1415.575046949037,1441.1067413558878,1429.5956706355362,1347.8519145486546,1394.4086622116863,1413.2219128699999,1400.8395325103836
RHOU,1393.4743602806948,1379.5536609736878,1369.9170475487813,1366.684755500771,1369.8882948506975,1319.3591584215508,1318.5659318463884,1328.8782623515262,1326.2301951672441,1325.2477852883578,1356.4657877212414,1337.2234584762498,1345.546310035479,1326.570832988423
GNPAT,1380.0865055418535,1390.4257210331064,1363.8501863474737,1355.324456192048,1354.407665147128,1365.4925288433317,1373.614378144369,1353.809873804741,1370.7347033285487,1371.1504551229846,1333.5874099161933,1360.2514658348596,1344.1621369758657,1376.118094498181
TSNAX,1369.2500039780866,1358.7039769254736,1316.5914230130365,1317.3995646689789,1354.3493501969492,1369.0639965756163,1384.6387501918389,1340.1262083620898,1379.2682032669475,1370.0619221915786,1237.1937265912745,1296.486556606994,1343.0106014999071,1390.834669412252
GPR137B,1365.516643974038,1368.1788656852277,1423.2101471269666,1390.2939051243086,1376.968278648988,1343.0466982514215,1355.1620983356422,1352.7192307892988,1337.3050516191172,1348.4287624600597,1402.6143769462412,1373.7810573935333,1362.5623030061151,1371.3407142248766
LGALS8,1375.827169629445,1377.34255695707,1328.9394274889871,1335.0435706377432,1363.1698637435156,1351.7584679814422,1354.1555904977645,1328.182556666929,1371.1999932996061,1351.5239881175198,1416.4606322144791,1330.9695503633748,1334.9584896842678,1350.6935935643146
NLRP3,1359.516160610949,1353.1207681454323,1362.4199081717543,1351.87246636206,1347.5362430530067,1380.0865392555677,1371.542958814247,1393.6354469170435,1373.07752702446,1371.267765689527,1416.9201561870143,1383.683868675556,1386.940857382382,1377.6489904105028
MRPL20,1401.0282404445284,1395.7830275451963,1411.984936984258,1390.382965749437,1383.3815510521756,1417.0987897563516,1405.9478966076438,1414.6796921306618,1409.940500215343,1415.439286221839,1414.3501239094835,1415.9585580511655,1396.1229819275839,1402.6016361163447
TNFRSF9,1275.5980611704106,1355.5866625382064,1567.5936267955165,1503.067949316109,1324.1316407075008,1362.05054525554,1314.866442422215,1509.3365490175618,1324.6078204587766,1357.7515423092998,1657.2855893297074,1312.6395659515974,1406.755492822267,1344.3745094450803
SRM,1509.6426766536445,1518.3124176821718,1541.8688452364281,1549.8014847297911,1543.8725266429442,1511.5853368407384,1498.5613550631178,1517.5787194004113,1508.0116186311532,1507.6003770045145,1546.0133727826797,1531.4675387345999,1541.2918500545115,1511.8698448931352
EXOSC10,1454.916788304157,1460.92913430849,1446.4449928594156,1446.5610379171508,1455.3435716892277,1434.8086148354407,1432.574777627854,1434.2875538152587,1432.4108674979705,1445.8813782396146,1437.4295090570088,1448.2428660756866,1431.4230277679767,1453.1389864301666
UQCRH,1469.7655349614756,1478.1250887659003,1478.9398853324285,1472.4626080315008,1485.0320558543478,1484.7460600549828,1485.995017374648,1479.9969845049345,1485.9997188859902,1492.7496777260485,1472.477154794598,1485.6882662874857,1476.8044925252723,1462.9235865775531
EIF1AX,1420.803728609282,1408.350039166579,1426.3929465453216,1395.5279295549483,1410.8156478492092,1402.3911392510581,1398.261266115826,1405.5775995402103,1419.397757662264,1407.7527159605959,1460.0562493333841,1347.7075109710568,1390.4585240863214,1392.4982703321657
RCC2,1457.904353390724,1466.8409282055518,1507.5017178114415,1508.4472110738818,1495.5932363608383,1482.4240869997268,1475.3090590253798,1495.8353615203907,1472.5731695745344,1475.4654662300036,1525.9442824013413,1514.2762649446536,1509.9193627124773,1473.124086954918
UBR4,1384.1005322109154,1335.6162174989533,1358.4615661729285,1334.2150327913535,1300.425584372483,1360.7006593905344,1346.2575879017068,1349.3752100079766,1339.2978844716968,1341.418092032791,1378.4054433512574,1348.1088834491993,1345.5627605422785,1350.8784229099397
DDOST,1440.1351933391513,1420.437864158974,1421.6973266219777,1416.3694859985253,1420.213273585074,1421.7960046604844,1423.1114752204767,1422.1096380511804,1419.2544865568061,1420.2640242899877,1403.0780283796073,1424.5260260457553,1418.7849259193326,1408.5925147580401
HP1BP3,1417.7983477676114,1415.1599657168308,1398.5431099860007,1395.6361724685664,1411.9188294949436,1387.4226082436742,1382.5536851480792,1375.7487924403736,1374.2468921423379,1387.2588328008944,1361.0464437516537,1372.8252385102878,1385.88391232052,1398.530191759714
EIF4G3,1423.7789597115466,1411.3839750804025,1411.2934399873977,1405.088930203379,1411.1518163855337,1438.2560618892446,1441.046036653809,1434.1117535541166,1437.8592629655157,1437.0612605272456,1423.7442247611857,1443.0597884051824,1440.2514664169912,1437.7493098281043
NBPF3,1632.6659474132955,1607.6464963721432,1637.8010708996703,1610.712101500497,1593.6529123484747,1616.0399776646896,1615.6361197845831,1627.3762034290867,1626.3521872524182,1601.7912134036455,1659.935419183307,1607.927553023446,1626.051715462886,1617.527656607712
RUNX3,1551.5261464589946,1551.3324837334321,1577.6667974750765,1585.484651810198,1566.8472448968967,1516.6827506302773,1519.5580146366317,1482.9010957955848,1495.6002474383686,1499.9574571866358,1582.163050562186,1569.884422486443,1547.536188260453,1533.4008903516878
STMN1,1392.7233576809522,1387.294578688831,1356.3687628112846,1363.860437553421,1381.4935187828587,1329.5039952866155,1336.6862114423227,1315.4965917760774,1336.4623446216829,1347.5688487257764,1325.6094408756592,1341.3502710870198,1343.999551133665,1350.5143733994223
WASF2,1474.726537536417,1471.576661204611,1462.1102696874982,1479.4285190800276,1448.2318920003697,1469.0194731383829,1490.3998537367263,1469.67928080643,1471.0572248301212,1481.9189114661956,1453.236308220044,1492.05168958868,1491.541404866407,1488.635523821678
IFI6,1666.185605418958,1674.1096818128276,1657.4937027667793,1684.0829848084384,1673.5183238803409,1654.4904855932293,1656.2771487101668,1663.8022900962803,1694.2940744338528,1682.906013862355,1756.6996109088352,1653.7205663975765,1651.5938690200978,1680.7458596572899
SNORA61,1310.2916403931158,1358.6827558033328,1409.2872787395895,1403.7530208264488,1375.9584009235393,1325.0011431858723,1338.448418901427,1336.1925071699445,1342.5299441621485,1343.8473756136693,1388.384267820706,1460.2331989900074,1401.611967696319,1380.4371636627923
LAPTM5,1820.4864899266456,1810.9818123077519,1809.5861440149515,1816.6230071249538,1817.2200822855284,1801.7964562186821,1807.1659918245398,1803.870126066731,1811.5307732997348,1805.9538855545832,1804.876709550319,1806.6433431606724,1809.585907197163,1808.3848193819417
PTP4A2,1640.6707032255151,1636.0691089944237,1644.195368228345,1631.4358238862112,1637.1586094147715,1638.3090651310997,1630.6928002118364,1646.8137160234296,1639.411689636559,1639.1437162365867,1647.8942401185593,1621.3895392212003,1621.3482413938225,1632.7627387163943
YARS,1336.9911532566637,1333.7246625086382,1363.8459499034218,1353.8731790514896,1338.7719862819067,1361.819440643217,1381.8686703234937,1367.1768262187923,1378.1083895561003,1377.1141969476796,1350.6554235272008,1344.5574034525969,1361.9177173146916,1361.7818493996824
SFPQ,1512.5493856208964,1507.585482716104,1504.6223024509973,1494.9606921024713,1498.9233630451638,1544.2363755971498,1543.8774054807961,1548.4446117617144,1547.7659391788425,1550.848417844393,1562.74609899217,1541.3692507424607,1536.4910438202185,1533.4077308159967
MRPS15,1452.8967557639737,1471.545171797563,1438.1401959228142,1474.3260303418856,1479.0839309361154,1470.341631913376,1470.067740417343,1459.1680605413972,1475.2748532774492,1491.4906352502496,1464.7725612431138,1486.1169832103908,1469.6471511919638,1458.0942187755013
MTF1,1302.62086146695,1312.1121133470747,1361.0071224101846,1341.5111532345886,1332.3577533971866,1331.4077400186247,1334.00742139821,1380.3305015718452,1332.8816585746176,1327.871722565115,1443.9894201379864,1310.9995863122163,1332.9258924816445,1328.577004360924
SF3A3,1459.8490115823934,1439.2233491199715,1438.7250985209494,1427.1266393506073,1430.5000307966054,1432.7120097531947,1434.272304404318,1424.0993154253472,1448.4913434771886,1432.8994635676977,1434.020226410477,1421.6610427628814,1439.4851469752523,1456.135109797445
A,1660.8888443824526,1665.8170149220205,1675.0831451513427,1673.5587592451543,1671.1555393107453,1669.061549448213,1673.5212370334586,1674.6569341272657,1668.2801351429073,1665.629986824441,1652.5610224983152,1667.7720383643245,1664.9489387900824,1670.5918744372252
PPT1,1810.2163923308965,1797.6125053589767,1795.530715926595,1800.6921165346266,1802.2804781079703,1802.521731331824,1809.1186934460186,1801.2453872840972,1805.690770143939,1807.2811318481395,1796.9382265517365,1788.17278906552,1794.2732271180491,1807.8184289371684
RIMS3,1378.9353336736351,1368.072349343127,1313.140497684041,1359.8942253755745,1373.887877163075,1273.3970676592573,1295.8660142966828,1255.2108664108193,1296.6786876095425,1300.672312858791,1147.679282233637,1340.4880279167544,1315.7980360647728,1319.2405914350536
FOXJ3,1623.0289943450662,1620.488698029031,1622.0674643288148,1621.563796131562,1625.1608229591718,1626.7128585198498,1630.7569350659312,1623.4322812915261,1631.7637415785596,1630.9183358150613,1620.383337858654,1628.6392523149384,1632.4509626078552,1629.579186627053
MED8,1458.9047765619139,1448.4319470244734,1445.3435174059186,1460.1462086579347,1473.9988672805287,1469.8130415766793,1474.8901356167187,1456.8690292193291,1473.0984969612123,1478.5755603197347,1414.8701839742089,1476.8294906401527,1464.356942380388,1497.0930738931465
PRDX1,1615.7245347526798,1620.0848121560266,1643.0023309195326,1619.166010070405,1587.5963902287333,1613.9269821844066,1619.4787527448102,1631.0898135966243,1613.8944235111994,1621.0465152328752,1627.3958938107812,1598.4463133822803,1612.168858599754,1610.8267377707575
GPBP1L1,1489.5533571105316,1475.9933928192293,1480.1124237184092,1480.8425277743786,1479.1415598280566,1482.2902320824237,1476.4566635422657,1478.44476359454,1474.3974883173612,1479.0543511203907,1460.0204780061808,1492.6288085233596,1481.5586889903007,1496.5075301483082
LRRC41,1414.5901414063026,1415.4858126245429,1431.4220156133968,1436.7314852298705,1434.627357152786,1414.4544722063654,1416.6447715278216,1421.4568603373273,1423.2237784213412,1411.8081149644424,1427.1548832279943,1400.0987800890878,1416.9918206781974,1408.6513427510963
MKNK1,1484.1634059704083,1470.0720151895875,1422.7742033680763,1427.363677629796,1461.5894458824905,1451.0692555547494,1454.5184497277876,1431.8059082684385,1451.1411766847953,1449.3570447925244,1393.9370784588828,1450.519737682268,1427.0375968303683,1453.9215355470997
EPS15,1402.3794969469852,1378.718507134594,1376.0093274144006,1364.5552474457709,1371.0090395873096,1369.4669271940286,1361.5972804297955,1351.0750213701672,1359.0289082179747,1357.6875671282435,1338.0736846756001,1323.9473870210247,1342.8706351045555,1356.8597249016027
TMEM48,1351.9004734813336,1368.1514835921425,1366.7342481304265,1369.2501125535164,1378.2608123682437,1362.7150393092943,1359.2648185977937,1360.142907863296,1361.0469840748488,1373.5075790646756,1356.996716766155,1377.31907128166,1359.0679411868077,1376.9950420225764
TMEM59,1611.8777020930497,1616.1034558214606,1592.5749807532368,1599.8165616385995,1604.3266064058978,1606.3860332208362,1601.9535627205926,1581.6572331903567,1598.2273870077306,1599.8924191172832,1588.1464929470797,1587.6871675286093,1589.6302934090006,1591.297212168976
SSBP3,1474.8087640984327,1483.352330335836,1437.9092413922424,1466.8271257060499,1490.1116310440357,1432.492105246197,1455.6551376737639,1435.1910853899658,1444.53569647984,1446.8798821315809,1411.1623483275573,1487.6078737916464,1487.7564174269771,1482.4968911509113
DHCR24,1543.899632832047,1539.601995055797,1497.5433410997396,1514.2018976206587,1551.157093007626,1548.6208070720747,1543.8091769126104,1535.9287234025724,1548.611920944402,1559.8431373302203,1483.182412370329,1583.17052481839,1573.5841949017465,1598.634294186654
HNRNPA1,1587.32759156059,1588.2312232701895,1581.3716361282152,1561.12588575577,1573.2907038625299,1562.3504971611542,1565.3680398879756,1552.2290871507973,1546.0616952672563,1566.2174661378137,1572.6533808072118,1560.4100533087853,1563.2930320231512,1573.1193623146244
AK2,1544.0531224144759,1544.862095137435,1560.2140145760584,1553.1885288116082,1532.7034985381201,1575.2470086833475,1572.9045675297846,1576.4827092248013,1577.8938059264995,1578.8692743317856,1591.5585272341652,1545.1672429697337,1569.5017274643603,1561.1854882813957
JUN,1372.2790934784719,1378.262595284728,1372.1965277676807,1383.7075293551761,1383.0481267488005,1385.1074645209335,1381.123614358904,1399.522711476222,1394.9939126993181,1396.407692914853,1439.2235786982828,1385.6075984578213,1386.1457495537438,1405.8700099631158
JAK1,1383.3043050020642,1396.173222371658,1427.9809297673607,1398.0545109816762,1376.999837327908,1386.9759698971632,1367.3960264399107,1414.2149798124492,1386.813814821048,1375.3381695332805,1409.9942769123413,1359.0150572219434,1383.571245239637,1358.0784220228682
AIDA,1436.5172246104646,1443.7290725371163,1431.3372867323587,1415.5898629877834,1424.193783478452,1404.0001299917005,1403.57490700614,1385.3115089708722,1420.915066893396,1415.6016113081012,1510.1168459341502,1372.4224919394435,1388.1088433651398,1414.1633888911717
FUSE,1393.1577880169345,1392.1932351417463,1400.017665835037,1378.346079722429,1368.7219958471228,1398.435589858104,1400.7147654277892,1401.606421548209,1389.9425828668986,1395.9616399467209,1424.4802886094078,1410.9568606172752,1428.3865383879195,1426.804566933936
