DYRK3
AKAP17A
PFKFB2
RPS20
VTA1
MT-CO1
MND1
RLN3
TLE1
KIAA0754
KALRN
C5orf55
HIST1H2AM
CCT3
FNTB
JMY
RNVU1-20
TMEM138
RP11-270C12.3
CHCHD1
RP11-331G2.6
RP11-1149O23.3
MAP4
ARHGAP42
STAG3
STK32C
05-Mar
RGN
LINC01023
ABCB10
WDR13
A2M
UPF3B
C16orf87
RIT1
MAEA
GALNT11
RP5-857K21.11
RNF135
HCG4B
MAPK8IP2
RP11-206L10.5
LRP6
CELF2
TTLL4
CHD4
SSB
PRELID1
SPANXB2
ZNF717
SPC25
DNPH1
FIP1L1
EPHA5
GBA
MGAT5B
KIAA0247
CCNB1
TMED9
BZW1
FOXJ2
DAPL1
OBFC1
PRMT3
DOCK11
OPN1SW
RP4-694A7.2
SUN1
WDR49
GNAZ
SNTA1
KBTBD6
NUP210
LRIG3
RNH1
F11R
RPL21P75
KIAA1191
MYBPHL
ZNF34
TRNP1
RABGGTB
CCBL2
UBE2W
TIAL1
TRIB1
UGDH
PAGE2B
ELOVL6
SCPEP1
RPS13
RORB
MTX1
RPL18
DUSP11
LINC00632
MRPS16
MIIP
MX2
HOXA3
RP11-340F14.5
CCNF
BCAP29
SLC15A3
SIMC1
STRN3
GINS3
AIFM1
TCTEX1D2
C11orf73
WRN
N4BP1
KCNJ5
BET1L
GRWD1
CTD-2201E18.3
COL21A1
TMEM37
RELL1
RPS15AP10
RBM4
SPAG7
CTD-2124B8.2
ANKRD11
KPNA2
IL13RA1
TMEM216
RP11-682B13.2
C7orf43
RP11-254B13.4
Z95704.2
RNF20
DYNC1LI1
ERGIC3
ERMAP
TMEM123
CCDC28B
NSUN5P1
TMEM65
AF131215.3
USP2
SEPHS2
P2RX4
FAS
SNRPE
SACM1L
LDB1
RPS4XP6
UCHL3
WNT5A
TRPC3
LZTFL1
MCM3AP
EN2
KDELC1P1
SDC2
CUBN
AC003973.6
LYZ
KDM3B
GDI2
RP4-775C13.1
GPR183
CAPN7
RPLP0P2
GADD45G
PGAP1
R3HDM2
ZNF33A
NDC80
JRK
RP11-277L2.5
SOX2-OT
SEC22C
MLK4
KB-1183D5.13
RP11-234A1.1
METTL25
C1orf210
PPIP5K2
NAALADL2-AS2
IP6K2
NLRP2
PLCXD2
AKAP7
NCMAP
ZFYVE20
RP11-61N20.3
C17orf76-AS1
FOXN2
VPS29
TMEM201
RP11-400D2.2
COLEC11
TMSB4X
LINC00460
PRKAA1
ITGB8
FAM224A
IARS2
C5
MC4R
FTCD
KRT8P3
DUSP8
SLC43A1
TLE3
ITGB6
PQLC3
ATP7A
TXNRD1
LTBP2
GRTP1
DCTN6
DUSP12
UBFD1
COX19
CTD-2384A14.1
B3GNT2
RP11-507E23.1
SAMD9
GAGE2D
CTD-2184D3.5
AC074091.13
ZNF815P
ST6GALNAC6
CPED1
SMIM11
PGAM5
DOCK5
FAM127A
NMNAT1
BTN2A1
MAP3K11
PCDHB16
TMEM256-PLSCR3
MGA
SAMD9L
RP11-887P2.3
OFD1P1Y
PIK3R3
AC004862.6
RP11-427H3.3
COX7B2
EPDR1
LGALS12
YPEL1
AC013444.1
H2AFJ
CCDC34
LIG3
RAB3GAP1
RP11-594N15.2
COQ4
TRIM25
MCOLN2
RALB
RP1-159A19.3
PIGG
POU5F1
DNAJC19P9
SRFBP1
MLLT11
SLCO4A1
FGD5-AS1
MTMR12
HYPK
RPL7A
PIN4
WDR60
HLA-DRB6
FABP6
RP11-737O24.1
ORM2
CHMP5
NKG2-E
TSPAN12
MME
TTI2
CUTC
ALDH7A1
UEVLD
NOV
INTS10
S100P
SMARCD3
GDAP1
WNK1
OSBPL2
RNF5
CTD-2021J15.1
DNAJB2
CAPG
CREB1
CCDC57
RP11-147L13.8
RP11-244F12.2
C17orf51
DCUN1D4
MTCP1
C12orf60
SMN2
SHE
UACA
MXD4
CGN
RPS2P32
ZNF292
FBXO44
ARL13B
RP11-21L23.2
NCAPG2
SON
DNAJB9
CCDC47
RPL24
TRIM37
MAPKAPK2
PLLP
MSN
KRT7
LBR
GLB1L2
YKT6
ERP27
NCBP2
SIX1
WDR73
SMC6
RNF208
MPLKIP
RP1-101K10.6
PVRL4
STK32A
RP11-93B14.5
SOCS2
AIP
RP11-1L12.3
TCTA
PRMT1
CDKN2C
ZSCAN9
OVOL2
RPL15
RUNX2
ZIC2
SLC35F6
GPR89C
LINC00431
STAG3L5P-PVRIG2P-PILRB
PPAP2C
RP5-837J1.2
KLF5
GLUD2
RPL4
PQLC2
TESK1
RUFY2
ABCA5
DGKA
CCL17
MCU
NECAP2
HOXC10
ENO2
C12orf23
CTD-3064C13.1
LPCAT2
ZC3H12B
PHF20
SAV1
HN1L
SLX1A-SULT1A3
RP11-245M24.1
MYZAP
PDZD11
RP11-1415C14.3
SRXN1
HOXD-AS1
RP11-254B13.3
OXR1
SELENBP1
WDR52
FAM189A2
Z82188.1
HLA-DPB2
SLC35G1
NSMAF
TSPAN1
C12orf57
RP11-231P20.2
CAMLG
TRMT5
EMC1
THOC7
WDR55
KLHL21
GATS
LMNB2
GLRX3
TUSC1
SELK
LSM3
TMCC1-AS1
WSB2
TRAPPC6A
STK31
RARS2
SKP2
RPL26L1
ROR1
UBE2Z
BAGE2
TPMT
PKD2L2
PHACTR4
MOCS2
HINT1
KAT2B
HMGN2P5
FAM101B
GABARAP
NDFIP2
MRPS33
RP11-57A19.2
TRPS1
UROS
AP000254.8
DSG2
COLGALT1
CTD-2116N20.1
NME1
NDUFB1
WHAMMP3
RP11-360L9.8
KB-1460A1.5
CAPRIN1
DNAH10
PPCS
HCN3
LAMC2
RNF185
ZNF652
ADM
PGLS
GOLGA1
BRD8
C20orf27
DEGS1
RBMX2
SEC23B
ABI1
RP11-727A23.4
CTSC
TFEC
POTEF
XAGE1A
RUFY1
KHDRBS2
GSPT2
LSM14B
RP11-318K12.1
MYOF
RP13-297E16.4
CTC-510F12.6
EAF1
CDHR4
HHEX
FAM102A
JAZF1
MFAP1
PER3
PFKFB3
AC068282.3
ZNF697
GSTO2
MTA1
RP11-1070N10.5
ZBTB18
DAB2IP
CCDC71L
AC090186.1
GPR37
PHAX
ANKIB1
ZNF227
GBP3
ZNF518B
ACTBP8
ATXN7L3B
EIF1AY
BPNT1
DDO
STXBP5L
CRBN
MGST1
CSGALNACT2
FCRL1
ANKRD32
F11R
ATP1B3
KB-1507C5.2
MFN1
RHOU
CCDC159
FAM208A
EEF1G
GLA
RP4-647J21.1
AC004797.1
PBK
KDM2A
RP11-480I12.5
RP4-755D9.1
RP11-385J1.2
ROM1
LAGE3
PDE6G
RAN
DDTL
IFIT3
LINC00669
SPRTN
TAOK2
FANCL
RP3-486I3.5
DNAJB4
DENND3
ZBTB47
NAV3
RNASEK
RPL24P8
UBE2K
GYG2P1
RC3H1
RAB11FIP2
IDI1
VAMP2
HRSP12
KCNE4
CYBA
EPB41L4A
THADA
OGDH
GS1-124K5.12
ITPRIPL2
EIF1AD
NACA
C6orf52
CYP51P1
SERPINI1
CLCC1
ZBTB43
FUT3
LINC00526
RP11-129M6.1
XXbac-BPG254F23.6
NBPF20
TYW3
SNRPG
ACOXL
WDR19
NEBL
FOXN3
CSGALNACT1
CTD-2299E8.1
SNRNP200
CCNL1
TMEM50B
TMPRSS4
STMN1
RP11-344N17.3
GNPNAT1
RPL7AP6
CMSS1
PLGLB2
MRPL43
CTD-2228K2.7
RP11-476K15.1
RP11-304L19.5
BRD9
RP11-95P9.1
PPP1R14A
RPS4X
PSME1
GSTM3
RP11-519M16.1
LGALS2
IDO1
LRP8
CD163L1
NNT
EWSR1
CDKL2
ST3GAL5
DPAGT1
BX936347.1
RP11-187C18.2
MGAT1
MKL1
ADIPOR2
ETF1P2
RP11-255L13.1
NT5CP1
ABCD4
CBWD7
OPTN
MALSU1
EXOSC8
RNF157
PKD2
CTD-2336O2.1
FOSL1
HSPD1P11
PAICS
IFI30
CPT1C
OTUD1
RP11-492E3.2
SLITRK6
SMOX
DCUN1D1
N6AMT2
USP12
PXN
KIAA1324
C5orf22
GNAI1
FZD1
C10orf129
CRIP1
TRPC4AP
MDH1
C5orf24
COPS5
RBM22
RP11-350N15.6
ITGA6
ANXA3
MTR
STEAP2
EVC
TFAP2C
CENPK
AC007238.1
DHRSX
AQR
ANO5
KCNQ5
AC093627.10
MECOM
BDNF
TARSL2
AC010761.10
MGMT
EPRS
RP11-293A21.1
CTNND1
INIP
CXCR5
MIB1
KLK10
HMGCS1
GM2A
RP11-889L3.1
IQCE
ADRBK2
MRPL12
RRS1
TTC4P1
GYG1
SLC13A4
ZHX3
SPTY2D1
IRF7
MFI2
MYCBP
CES2
LNX1
C9orf40
ITCH
PSMB9
NKX3-1
CCR4
LINC00920
GPX1P1
CD164
FAM224B
LRBA
FLOT2
LGALS3
GLTP
ALCAM
HOXA10
ENTPD3-AS1
ACOT13
WDR36
TRIM41
RAB7A
SMAGP
HIST1H3C
MED31
SAMD13
EDEM3
TNFRSF12A
CAMSAP1
TOMM34
PCBP2
ARHGAP12
CTDSPL
CLK4
RFC3
RP11-517I3.1
NPIPP1
CDK16
ELP3
AMBP
KRBOX1
CHD1
LPIN1
NAALAD2
EGF
CMTR1
ITGA3
AP1M2
LRRC49
TSC22D1
STRA6
TOMM7
IGSF3
FBLN2
NKD2
NRP2
SNX4
TMEM50A
NAB2
URI1
RP11-981P6.1
SNCAIP
NUDT15
PCDHA1
LSMEM1
ERCC3
HSPE1-MOB4
ADH1C
CNOT1
MYEOV
LCLAT1
PCGF1
C2orf27A
TMSB15A
CTSS
VAV3
ZNHIT3
CP
SPAG17
SLC16A3
TCL6
RAE1
CD274
EPHA4
CCPG1
RP11-212I21.4
HPCAL1
FANCM
SLC25A53
RPS2
CIITA
SRI
PAPOLA
PTPMT1
RFESD
AP2B1
PPAP2B
C14orf79
STAG1
GPR75
CHMP3
LACTB2
LPIN2
PARP16
GALNT8
SLC25A45
MINPP1
KLHL7
AP001258.4
RP11-186N15.3
XPR1
UBTD1
SF3B4
ANKRD22
ATG2B
STARD7
IL1R1
ABCB6
ANKRD18A
RPL36
LRRC61
PDHB
CYP4V2
AGPS
RP11-107F6.3
C6orf57
CRK
C1orf50
RP11-439K3.1
AC083899.3
CTD-2013N24.2
APOL1
PF4
TDRD3
CLIC4
DDAH1
RP11-1365D11.1
BMP4
ACYP1
MAGEH1
NAPEPLD
NKIRAS2
JPX
ZNF362
MOXD1
LYST
ERMARD
RASA2
ADA
BAAT
RP11-44F21.5
CTD-2192J16.15
HDAC8
AL139819.1
ARSK
RPS14
RNF11
TMC1
ZFP91-CNTF
AKAP11
C8orf44
RAB4B
CLMP
DFNB31
GRPEL1
RP1-122O8.7
NAB1
CLCN4
RP11-357D18.1
IL17RC
MYRF
PCDH7
RP11-848P1.9
RP11-24B13.2
UBL5
ATP5SL
EVPL
C20orf24
ATP6V1B2
ATP6AP1
NDUFS5
DSCR8
PYCRL
AC104135.3
RNF19A
HMBOX1
CHIC1
EGOT
RP13-512J5.1
CASP7
RPL39L
PDS5B
CYP2D6
ZNF141
CBX5
C1S
NBPF9
MACROD1
LRRC28
AC020910.2
TMBIM4
RAB30
WDR45
HAX1
UBE2D4
MOSPD2
TAF1C
CDKN2AIPNL
RP11-386I23.1
FKBP15
MDGA2
CDKN2A
NME2
FCGR2A
KIAA2018
SLC25A20
HSP90AB3P
SMIM14
QRSL1
RPE
RP11-201K10.3
CDH6
MAPK13
PDE6D
OR56A3
C4orf32
FLII
COX16
METTL6
KCTD7
RP11-532F12.5
SPTBN2
NRDE2
USF2
RP4-533D7.4
AC015987.2
PALMD
INHBB
UQCRFS1
RND2
RP11-727A23.5
SCAP
GXYLT2
TRIM28
ALDH1A1
DNAJC7
TTC5
PCDHB5
MRPL52
TSPYL1
POMT1
DNAH5
FTLP3
PHLPP1
TMEM127
CLCN3
SPAG4
USE1
MICU1
BRK1
ING5
PSKH1
PRMT7
ATP1B2
TGFBR3
TRIM24
BRMS1L
TICRR
FAM111A
RP11-417J8.2
FAM189B
AC010441.1
DPY19L4
UBE3A
TPR
TBCA
CTD-2636A23.2
PHLDA2
HGSNAT
DEF8
RP11-395G23.3
MRPL19
INF2
LINC00899
RP11-640M9.2
PTPN2
CTA-384D8.35
SCOC
NFXL1
CBR1
RPL12
LYPLA1
RP11-206L10.1
DCAF8
EIF5A
RP4-592A1.2
TMEM171
COX7A2
ZBTB20
VARS2
MAP1LC3C
IGLC2
CTD-2647L4.4
TMEM213
IMPACT
HLA-DPA1
TARS
SGK1
A1BG
RP11-347P5.1
IL2RG
SLC7A5
RP11-553A10.1
PRPF18
AC009313.2
CDH8
KCTD1
SRSF10
LTV1
IL15
RPL11
DERL2
TPP1
SHPRH
NKX2-1
SMURF1
IFNGR1
DUSP22
AC006042.8
C7orf55-LUC7L2
RBAK
FAM8A1
TBRG4
VIM
SERPINH1
COA3
GSR
KCTD14
HIST1H2AH
CRNDE
RP4-562J12.2
NEURL1B
ST6GAL1
FBXW11
SEPN1
GLRX
SH2D4A
RP3-460G2.2
RP11-343H5.4
FER
BCOR
EXOSC2
PCYT1A
ZSCAN31
RFC5
ADCY6
MRPL46
SEC62
CERS4
GSKIP
AC074286.1
UTRN
DFNB59
ATP5C1
CAPZB
LINC00888
LINC00559
ASB1
SRA1
AC024560.3
PHPT1
RP11-444D3.1
KRT19
PHF16
SKA2
ACOT4
CLDN7
HIGD2A
CUL4A
AC006978.6
ZNF672
AP001172.2
C19orf33
AL022344.4
LINC00570
SORL1
PPIC
OPA1
SEC22B
SYAP1
RP11-20G6.3
ZNF461
RP11-499E18.1
ZNF286A
UQCRQ
SNORD3A
CDC42
TTYH3
STOX1
APOBEC3G
RP11-2C24.4
BRDT
CLOCK
TRAPPC1
TMEM66
FAM65A
PRKD1
TMEM126A
CKAP2
VPS18
STAT1
RP11-266N13.2
RP11-83A24.2
TMEM248
CASD1
CCDC138
PURB
ARPC1B
AC016831.7
SLC25A13
RPUSD4
GABRB3
CMAHP
EIF3D
PSMD5-AS1
RP11-109D20.2
IFI27
CAMTA1
RAB14
CDC25B
PYGO1
POLR2L
EREG
TET1
RGPD2
DSCR3
ATP5L
RP11-344E13.4
SH2B1
CTC-471F3.4
CCAR2
PAQR3
SLC35A5
SNORA48
RIMKLB
VPS51
HSPA13
NUDT19
CTD-2374C24.1
TRAF3IP2
IDH3B
CLNS1A
SLC25A33
ANK2
CTDSP1
SWI5
XPNPEP1
RP13-143G15.3
STT3B
ZCCHC10
USP47
MYL12B
PTGES2
HDGFRP2
CCDC126
LNX2
RP11-434D9.2
CSDE1
ASAP1
TM4SF18
HNRNPCP1
RYK
PECR
SERPINB5
PARP9
RPL5P9
MICAL1
C9orf84
PINX1
AMIGO2
TMEM87B
PROSER2
SPSB1
RP11-473I1.10
PPP2CB
AEBP2
LUM
ESRP1
PMVK
IGJ
CUEDC2
PPOX
SNRPGP10
FICD
KLK8
SPTLC3
ZEB1
FAIM3
NMRK1
SF3B5
GHITM
CTC-338M12.4
RP11-353N4.6
L3MBTL4
CCDC102B
HLA-DOB
CDR2
PAM
AC093818.1
CXorf23
PFDN4
HMG20B
LPHN3
AC092638.2
COG2
FAM184A
LA16c-390E6.5
PLS3
SLC9C2
ETV5
RBM23
RP11-423E7.1
DPH7
P4HTM
CHCHD7
WEE1
ERO1LB
ZNF766
C1orf131
WDR6
KRTCAP2
MANEAL
NDUFA6
GDF15
C12orf65
NCOA4
MMD
ZNF114
PLXND1
CTB-129O4.1
TEX264
LTB4R
IGFBP6
IPO4
MAOA
RPS25
TFR2
ZBED1
NDUFS1
TMOD2
CTD-2517O10.6
GOLGA8A
AIRN
NTRK2
MSL3P1
RP11-18I14.10
RENBP
LY96
FAM49A
KCNT2
LIPH
RRP9
C21orf91
ADRM1
NUDT12
ESYT1
SPRY4
C1orf56
DTX1
TIA1
LIPA
GPNMB
RP11-314C16.1
RAD51AP1
C19orf12
CHORDC1
PA2G4
FBXO10
FBXO5
PHLDA1
MTHFD2
COX7B
BAZ1A
RPL23AP2
S100A13
TIMMDC1
CARD18
FAM120A
TCEAL8
AHDC1
FABP5P7
CLEC16A
POLR2J
HNRNPU-AS1
RNF38
CCDC167
TBC1D31
MSANTD3
CHAF1B
EDF1
SUPT16H
RP11-643A5.2
TMEM154
LINC00578
SEPHS1
NPM1P39
YRDC
DGKI
RP6-65G23.3
RP6-99M1.2
WWP2
ZBTB4
BHLHB9
LAMP2
VPS35
ZNF551
CHD8
TET3
KIF5B
FBXL4
DENND5B
TXNL1
MEN1
EFCAB14
STAG3L2
TFDP1
FKBP5
B4GALT7
PSMD4
RP11-332H14.2
IFI16
TNFRSF18
HTATSF1
TTC39C
JUND
LIFR
CTDSP2
PPFIBP1
LPP
CTD-3220F14.1
PSMD12
FAXDC2
GAGE12I
KHDC1L
NPM1P6
LINC00865
DCN
SNX1
CASC4
THAP2
PELI1
ATP10B
TCP11L2
PPIAP31
C19orf66
TMEFF2
CD2BP2
C2orf54
SRPK2
DCP1A
PSD4
GNL3
MST1P2
PDGFB
FAM127C
FKBP1A
SOWAHC
BCAM
AC027612.3
AMOTL2
CTSL
SFPQ
CALML4
RP11-392P7.1
RPL18AP3
SNRPA1
ZBED5
IRAK4
06-Sep
TMEM44
ACSL4
GTPBP10
ECD
TMEM11
HIST1H3A
LINC00261
PLEKHH2
MAST4-AS1
RP11-8L2.1
TRIM61
SHCBP1
OCIAD2
AC104135.4
RP11-1149O23.1
MYO1E
WDR54
SMN1
DIXDC1
RNF13
RP13-238F13.5
TMEM80
GUSBP1
RP11-206L10.8
C4A
RPS26
GTF3A
ARL9
POLD2
CBX2
PGBD1
CASP4
PSMB6
ICA1
SCRG1
PPP2R2A
RP11-1041F24.1
ZBED3-AS1
ALOX15P2
BIN1
ARSE
EFCAB4B
CEP350
MANBA
SEPP1
SNURF
ARL6IP6
CCDC66
RAP1GDS1
CDC45
KLHL31
RPS6KA2
EIF3A
RP11-400F19.18
RPS16
EIF4G3
POF1B
ACHE
MAGEA8
FAM115C
CCT6A
ZNF24
NFE2L1
ZC3H18
AC002398.11
MT1A
TPBG
COL4A3BP
FRAS1
CD63
TAF10
CABLES2
PMS2P4
ST8SIA6-AS1
RIOK2
SSPN
ASCC3
AP2M1
ARL6IP1
C6orf106
EIF3H
HIST1H2AJ
GTPBP6
AOAH
GPR89B
RP3-469D22.1
RP11-66B24.2
C9orf116
GUF1
DTWD1
CHST3
TMEM115
SPON2
ARPC1A
UQCRC1
APCDD1L-AS1
FIG4
DCXR
RP3-340N1.2
ZNF844
NSL1
RP11-52J3.2
POLR1A
MAST4-IT1
PPM1N
PRR26
ACAT2
ZNF334
RP11-1102P16.1
SCARNA23
AP001615.9
ACADSB
RNF144B
RP11-236P24.1
CECR7
STARD3NL
USP9Y
PRSS48
COPB1
RBPJ
ARL8B
GALNT6
CNOT4
NCK1
SGK2
CELSR1
PPIG
CDHR3
FAHD2A
FXYD3
ARHGEF28
ZNF883
VLDLR
FAM21D
TCEAL1
TRIM23
CCDC142
RYR2
C9orf89
SLC35F2
KRCC1
AKR1E2
NR3C2
RP11-385D13.1
RP5-1120P11.1
TBC1D25
ZNF676
KIAA0101
CCDC144A
ABCC3
TEX41
MCAM
KIAA1919
COL8A1
MRPL21
HMGB1P5
CXCL6
METAP1
BRI3BP
AIFM3
SNX2
PRAME
GET4
APOL4
MISP
SYT11
RP11-588K22.2
TACC3
RP11-98D18.9
ASB11
TTC7A
MBD4
LINC00941
HIST1H3H
MFSD5
RP11-890B15.2
DCAF13
GAB2
ROBO1
AC009299.4
ZNF135
EIF3E
C17orf62
IFI6
DHRSX
RPSAP52
ORAI2
PALLD
RPL9P9
SAMD12
RP11-95P2.1
RP11-680H20.1
BASP1
MLX
HDDC2
RP11-690D19.3
C1orf35
LRIG1
FUT8
QPCT
SPDYE3
RP11-8L18.2
ANKZF1
TRIB3
KIAA1109
SSU72
LINC01001
EPAS1
CEP78
FAM120C
RP11-304L19.1
DNAJB11
RGS2
IGLV2-14
ZNF826P
PPAP2A
C4orf21
STOM
CCNC
RP11-166D19.1
C15orf48
SNX9
CDCA8
POM121L10P
G6PD
CDC42P6
CCDC3
CNKSR2
GNG2
RP11-488P3.1
CCNB1IP1
SLC31A2
RP11-1002K11.1
RP11-1149O23.2
ARMCX6
SIVA1
TM4SF1
AC003092.1
MRTO4
CEP72
RP11-618I10.1
XRCC6
USO1
MTATP6P1
VMAC
SLC25A43
CTD-3099C6.9
RP4-639F20.1
SLC2A12
RPS24
IGKV3-20
PPP1R3C
EXOSC4
SYCE1L
FBXO18
SNHG1
RGS16
AXL
SPTSSB
LIMK2
IFT46
FEN1
AC034193.5
CPPED1
PAK2
RP11-462G12.1
ACSS1
ZNF746
NOVA1-AS1
POLA2
ZNF251
HEY2
FLVCR1-AS1
AC013429.5
SCAMP2
RP11-673C5.1
RPS9
SATB1
PLCD3
AC012318.3
OR7E38P
ATG10
MAPK6
KIF2C
PLA2G4C
PARP2
IL10RB-AS1
SNHG14
RPL23P8
CBR3
CTC-420A11.2
AC073283.7
CTB-131B5.2
KRBOX1
NCS1
TBL2
CKAP2L
XXyac-YX65C7_A.4
C10orf118
RP11-60I3.5
UNC13D
RP11-498C9.15
PIDD
C1orf186
RP11-495P10.2
RPS21
NAA60
NAMPTL
PLEK2
RANP1
LYRM5
RPS3AP5
NAP1L6
BET1
H6PD
SMIM7
AC007050.17
PLOD3
SEC31B
SMG9
CCND2
RBM12B
VSIG1
SPIN2B
DAP
VMA21
TPP2
PGRMC1
RP11-103J17.2
RP3-523K23.2
ECHDC2
SAT1
S100A5
OSCP1
CHSY1
CREBRF
MED23
MRP63
HMGCL
WDR61
MINOS1
ZNF519
HRAS
GJB7
NDRG3
MBOAT2
TENM1
WLS
TTC13
MPP6
IER2
AC009784.3
CTHRC1
AC009061.1
ERAP2
KLHL24
ARHGEF4
CKMT2
SMARCE1
CTC-338M12.9
INPP5K
CDKAL1
LINC00645
RHBDF2
LSM2
ANP32E
SNRPEP2
MAX
AGAP1
RP11-204C23.1
ARL2BP
ENTPD3
OTUD5
TMSB4XP4
AC011737.2
RP11-13A1.1
REST
LOC732538
CKS1B
BRIX1
CLCN6
TBRG1
LINC00263
TRMT112
CA12
RMDN2
TDP1
IGLV1-40
MDK
SNHG18
CCDC43
BDNF-AS
CDC14B
CNEP1R1
TSPAN2
ARFGEF1
LCMT1
FAM210A
MRPL40
USP9X
AC007228.9
MRI1
RP11-869B15.1
CACUL1
TARBP1
KCNB1
RP11-660L16.2
MRPL30
SPP1
UHRF1BP1
CHRDL2
HMGA1
NDUFB2-AS1
C8orf4
POGZ
PMF1
PRKAR1B
RP11-93L9.1
MYL12A
DYSF
RUVBL2
RP11-479O16.1
FRMD8
DGKH
RASGRP3
SNTB1
MBNL2
WASF2
ARMC2
PON3
NT5DC4
ZNF827
RANBP1
FAM104B
H2AFZ
ARID3B
NUTF2
PYCR2
AC017060.1
MRPS9
GIMAP2
ANKRD42
CHTF8
PPP2R5A
KIAA1432
YIPF1
RPL35A
GGH
SLIT2
ARHGEF11
QPRT
SULT1A1
ZNF605
RP11-872J21.3
HCG27
POM121
TRNT1
CNBP
CNR1
HERC2P2
FAM122B
NCAPG
FGF18
PPCDC
CISH
TMEM209
MAP3K1
INPP4B
TRIM52
PTTG3P
CLCN5
CCRN4L
BRF1
DNALI1
RP11-196G18.23
ZNF85
SDHD
HIST2H2BC
ZFAND2B
MT1E
EHMT1
RP11-11N9.4
BAZ1B
EFHD2
BUD31
E2F2
AF131215.9
IFITM10
TRIM13
EXO1
RBAKDN
IFT52
COMMD3-BMI1
ARMC4
ANXA5
MAPK9
RNF216
PTPN18
RP11-665C16.1
OR2A20P
RHOT1
ANTXR1
TPI1P1
RNU1-106P
MUC4
LINC01063
TMEM189
RP11-145A3.1
RPL31
ILF2
SNORA73B
AP3M1
GEM
LARP6
SH2B3
SLC39A14
SLC25A21-AS1
LINC00685
ZNF2
RP11-2E11.9
RP11-513G11.4
AC013264.2
MMAB
JAGN1
HLA-E
PRKRIP1
MAFG
MEX3B
AS3MT
SLC25A46
MDFIC
RP11-403I13.8
CTNNA1
ITPR2
PIWIL3
ACIN1
MPND
RASA3
MMS19
AKT1S1
MAK16
ITPR3
BUB1B
ZNF557
ZDHHC24
NDUFA3
ZC3HAV1L
ATXN7L1
RP11-290L1.2
HSD17B4
XXbac-BPG252P9.10
RP11-321N4.5
HOOK1
IMMT
RP11-22C11.2
RANBP6
YPEL2
SNHG15
FAM46A
LLPH
IER3IP1
EFNA4
KMT2B
LINC00504
AL035610.1
RRP15
RNF14
GAA
MGLL
STK33
